,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,B,Slip,Guess,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
3011,522,2018,Droit,9,6,QCU,0.9657,0.03,0.9,57,57,55,2,1.0,96.49,55,2,96.57,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3841,522,2019,Droit,9,6,QCU,0.9513,0.01,0.98,46,45,44,1,1.02,97.78,44,2,95.13,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4671,522,2020,Droit,9,6,QCU,0.9939,0.06,0.97,41,41,41,0,1.0,100.0,41,0,99.39,Trop Facile,Trop Facile,Trop Facile / Trop Facile
522,523,2015,Droit,9,7,QCM,0.703,0.18,0.5,78,57,55,2,1.37,96.49,55,23,70.3,Trop Difficile,Adapte,Trop Difficile / Adapte
1352,523,2016,Droit,9,7,QCM,0.6344,0.16,0.5,91,79,58,21,1.15,73.42,58,33,63.44,Adapte,Adapte,Adapte / Adapte
2182,523,2017,Droit,9,7,QCM,0.6039,0.03,0.44,94,70,57,13,1.34,81.43,57,37,60.39,Adapte,Adapte,Adapte / Adapte
3012,523,2018,Droit,9,7,QCM,0.6875,0.12,0.63,98,68,67,1,1.44,98.53,67,31,68.75,Adapte,Adapte,Adapte / Adapte
3842,523,2019,Droit,9,7,QCM,0.688,0.19,0.41,106,76,73,3,1.39,96.05,73,33,68.8,Adapte,Adapte,Adapte / Adapte
4672,523,2020,Droit,9,7,QCM,0.683,0.17,0.69,90,77,61,16,1.17,79.22,61,29,68.3,Adapte,Adapte,Adapte / Adapte
523,524,2015,Droit,10,1,QCU,0.7906,0.15,0.8,40,37,32,5,1.08,86.49,32,8,79.06,Facile,Facile,Facile / Facile
1353,524,2016,Droit,10,1,QCU,0.2095,0.54,0.21,44,31,9,22,1.42,29.03,9,35,20.95,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2183,524,2017,Droit,10,1,QCU,0.8996,0.08,0.96,43,40,39,1,1.07,97.5,39,4,89.96,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3013,524,2018,Droit,10,1,QCU,0.7913,0.19,0.84,37,31,29,2,1.19,93.55,29,8,79.13,Trop Facile,Facile,Trop Facile / Facile
3843,524,2019,Droit,10,1,QCU,0.9724,0.04,0.95,42,41,41,0,1.02,100.0,41,1,97.24,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4673,524,2020,Droit,10,1,QCU,0.9653,0.07,1.0,38,37,37,0,1.03,100.0,37,1,96.53,Trop Facile,Trop Facile,Trop Facile / Trop Facile
524,525,2015,Droit,10,2,QCM,0.6846,0.18,0.47,21,16,14,2,1.31,87.5,14,7,68.46,Difficile,Adapte,Difficile / Adapte
1354,525,2016,Droit,10,2,QCM,0.7354,0.05,0.41,17,16,13,3,1.06,81.25,13,4,73.54,Adapte,Adapte,Adapte / Adapte
2184,525,2017,Droit,10,2,QCM,0.6213,0.25,0.63,15,14,9,5,1.07,64.29,9,6,62.13,Adapte,Adapte,Adapte / Adapte
3014,525,2018,Droit,10,2,QCM,0.643,0.3,0.54,13,9,8,1,1.44,88.89,8,5,64.3,Adapte,Adapte,Adapte / Adapte
3844,525,2019,Droit,10,2,QCM,0.6455,0.05,0.64,13,12,8,4,1.08,66.67,8,5,64.55,Adapte,Adapte,Adapte / Adapte
4674,525,2020,Droit,10,2,QCM,0.6204,0.23,0.49,16,15,10,5,1.07,66.67,10,6,62.04,Adapte,Adapte,Adapte / Adapte
525,526,2015,Droit,10,3,QCU,0.3271,0.06,0.35,84,71,27,44,1.18,38.03,27,57,32.71,Difficile,Difficile,Difficile / Difficile
1355,526,2016,Droit,10,3,QCU,0.9363,0.04,0.98,83,82,78,4,1.01,95.12,78,5,93.63,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2185,526,2017,Droit,10,3,QCU,0.9433,0.06,0.93,97,95,92,3,1.02,96.84,92,5,94.33,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3015,526,2018,Droit,10,3,QCU,0.8897,0.09,0.94,111,106,99,7,1.05,93.4,99,12,88.97,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3845,526,2019,Droit,10,3,QCU,0.0225,0.12,0.24,105,57,2,55,1.84,3.51,2,103,2.25,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4675,526,2020,Droit,10,3,QCU,0.9032,0.08,1.0,121,116,109,7,1.04,93.97,109,12,90.32,Trop Facile,Trop Facile,Trop Facile / Trop Facile
526,527,2015,Droit,10,4,QROC,0.6893,0.42,0.28,23,17,16,1,1.35,94.12,16,7,68.93,Adapte,Adapte,Adapte / Adapte
1356,527,2016,Droit,10,4,QROC,0.6523,0.37,0.28,25,24,16,8,1.04,66.67,16,9,65.23,Adapte,Adapte,Adapte / Adapte
2186,527,2017,Droit,10,4,QROC,0.6054,0.49,0.33,25,18,15,3,1.39,83.33,15,10,60.54,Adapte,Adapte,Adapte / Adapte
3016,527,2018,Droit,10,4,QROC,0.6944,0.28,0.27,22,15,15,0,1.47,100.0,15,7,69.44,Adapte,Adapte,Adapte / Adapte
3846,527,2019,Droit,10,4,QROC,0.6068,0.29,0.39,23,17,14,3,1.35,82.35,14,9,60.68,Adapte,Adapte,Adapte / Adapte
4676,527,2020,Droit,10,4,QROC,0.6318,0.21,0.38,24,21,15,6,1.14,71.43,15,9,63.18,Adapte,Adapte,Adapte / Adapte
527,528,2015,Droit,10,5,QCM,0.4564,0.19,0.36,31,26,14,12,1.19,53.85,14,17,45.64,Difficile,Difficile,Difficile / Difficile
1357,528,2016,Droit,10,5,QCM,0.0281,0.42,0.23,29,16,1,15,1.81,6.25,1,28,2.81,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2187,528,2017,Droit,10,5,QCM,0.9735,0.03,0.95,24,24,23,1,1.0,95.83,23,1,97.35,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3017,528,2018,Droit,10,5,QCM,0.981,0.01,0.95,24,24,24,0,1.0,100.0,24,0,98.1,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3847,528,2019,Droit,10,5,QCM,0.0374,0.48,0.21,28,11,1,10,2.55,9.09,1,27,3.74,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4677,528,2020,Droit,10,5,QCM,0.6803,0.16,0.68,23,20,16,4,1.15,80.0,16,7,68.03,Trop Facile,Adapte,Trop Facile / Adapte
528,529,2015,Droit,11,1,QCM,0.8414,0.01,0.76,19,16,16,0,1.19,100.0,16,3,84.14,Facile,Facile,Facile / Facile
1358,529,2016,Droit,11,1,QCM,0.9377,0.05,0.84,20,19,19,0,1.05,100.0,19,1,93.77,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2188,529,2017,Droit,11,1,QCM,0.9644,0.03,0.88,21,20,20,0,1.05,100.0,20,1,96.44,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3018,529,2018,Droit,11,1,QCM,0.9163,0.03,0.97,23,22,21,1,1.05,95.45,21,2,91.63,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3848,529,2019,Droit,11,1,QCM,0.9895,0.09,0.94,21,21,21,0,1.0,100.0,21,0,98.95,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4678,529,2020,Droit,11,1,QCM,0.9974,0.08,0.96,19,19,19,0,1.0,100.0,19,0,99.74,Trop Facile,Trop Facile,Trop Facile / Trop Facile
529,530,2015,Droit,12,1,QCU,0.9407,0.04,0.92,42,41,40,1,1.02,97.56,40,2,94.07,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1359,530,2016,Droit,12,1,QCU,0.9647,0.04,0.97,37,36,36,0,1.03,100.0,36,1,96.47,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2189,530,2017,Droit,12,1,QCU,0.9179,0.06,0.92,37,36,34,2,1.03,94.44,34,3,91.79,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3019,530,2018,Droit,12,1,QCU,0.9033,0.05,1.0,38,37,34,3,1.03,91.89,34,4,90.33,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3849,530,2019,Droit,12,1,QCU,0.8943,0.05,0.96,42,41,38,3,1.02,92.68,38,4,89.43,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4679,530,2020,Droit,12,1,QCU,0.9361,0.04,0.98,44,43,41,2,1.02,95.35,41,3,93.61,Trop Facile,Trop Facile,Trop Facile / Trop Facile
530,531,2015,Droit,12,2,QCU,0.6874,0.07,0.57,14,13,10,3,1.08,76.92,10,4,68.74,Adapte,Adapte,Adapte / Adapte
1360,531,2016,Droit,12,2,QCU,0.6217,0.26,0.53,15,10,9,1,1.5,90.0,9,6,62.17,Adapte,Adapte,Adapte / Adapte
2190,531,2017,Droit,12,2,QCU,0.6084,0.04,0.48,14,13,9,4,1.08,69.23,9,5,60.84,Adapte,Adapte,Adapte / Adapte
3020,531,2018,Droit,12,2,QCU,0.602,0.04,0.57,12,9,7,2,1.33,77.78,7,5,60.2,Adapte,Adapte,Adapte / Adapte
3850,531,2019,Droit,12,2,QCU,0.7031,0.21,0.55,10,10,7,3,1.0,70.0,7,3,70.31,Adapte,Adapte,Adapte / Adapte
4680,531,2020,Droit,12,2,QCU,0.6362,0.16,0.45,9,8,6,2,1.12,75.0,6,3,63.62,Adapte,Adapte,Adapte / Adapte
531,532,2015,Droit,12,3,QCM,0.8004,0.01,0.71,72,67,58,9,1.07,86.57,58,14,80.04,Adapte,Facile,Adapte / Facile
1361,532,2016,Droit,12,3,QCM,0.9355,0.09,0.97,78,76,73,3,1.03,96.05,73,5,93.55,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2191,532,2017,Droit,12,3,QCM,0.7489,0.18,0.45,80,64,60,4,1.25,93.75,60,20,74.89,Trop Facile,Adapte,Trop Facile / Adapte
3021,532,2018,Droit,12,3,QCM,0.7498,0.06,0.47,70,61,52,9,1.15,85.25,52,18,74.98,Adapte,Adapte,Adapte / Adapte
3851,532,2019,Droit,12,3,QCM,0.6865,0.29,0.58,57,42,39,3,1.36,92.86,39,18,68.65,Adapte,Adapte,Adapte / Adapte
4681,532,2020,Droit,12,3,QCM,0.6612,0.09,0.48,49,40,32,8,1.23,80.0,32,17,66.12,Adapte,Adapte,Adapte / Adapte
532,533,2015,Droit,12,4,QCU,0.3795,0.09,0.31,43,29,16,13,1.48,55.17,16,27,37.95,Difficile,Difficile,Difficile / Difficile
1362,533,2016,Droit,12,4,QCU,0.0906,0.75,0.29,51,32,5,27,1.59,15.62,5,46,9.06,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2192,533,2017,Droit,12,4,QCU,0.7618,0.03,0.84,54,51,41,10,1.06,80.39,41,13,76.18,Trop Facile,Facile,Trop Facile / Facile
3022,533,2018,Droit,12,4,QCU,0.9364,0.05,0.92,56,55,52,3,1.02,94.55,52,4,93.64,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3852,533,2019,Droit,12,4,QCU,0.6021,0.27,0.62,63,44,38,6,1.43,86.36,38,25,60.21,Trop Facile,Adapte,Trop Facile / Adapte
4682,533,2020,Droit,12,4,QCU,0.6759,0.11,0.69,67,48,45,3,1.4,93.75,45,22,67.59,Adapte,Adapte,Adapte / Adapte
533,534,2015,Droit,12,5,QCM,0.7961,0.12,0.79,96,84,76,8,1.14,90.48,76,20,79.61,Trop Difficile,Facile,Trop Difficile / Facile
1363,534,2016,Droit,12,5,QCM,0.9466,0.09,0.89,99,94,94,0,1.05,100.0,94,5,94.66,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2193,534,2017,Droit,12,5,QCM,0.8767,0.06,0.92,104,95,91,4,1.09,95.79,91,13,87.67,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3023,534,2018,Droit,12,5,QCM,0.9893,0.07,0.82,92,92,91,1,1.0,98.91,91,1,98.93,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3853,534,2019,Droit,12,5,QCM,0.885,0.05,0.98,105,101,93,8,1.04,92.08,93,12,88.5,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4683,534,2020,Droit,12,5,QCM,0.8919,0.08,0.95,113,105,101,4,1.08,96.19,101,12,89.19,Trop Facile,Trop Facile,Trop Facile / Trop Facile
534,535,2015,Droit,13,1,QCU,0.8463,0.08,0.77,91,84,77,7,1.08,91.67,77,14,84.63,Facile,Facile,Facile / Facile
1364,535,2016,Droit,13,1,QCU,0.9206,0.01,0.94,91,88,84,4,1.03,95.45,84,7,92.06,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2194,535,2017,Droit,13,1,QCU,0.0899,0.23,0.25,90,70,8,62,1.29,11.43,8,82,8.99,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3024,535,2018,Droit,13,1,QCU,0.1204,0.72,0.21,72,43,9,34,1.67,20.93,9,63,12.04,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3854,535,2019,Droit,13,1,QCU,0.8304,0.04,0.88,69,69,57,12,1.0,82.61,57,12,83.04,Trop Facile,Facile,Trop Facile / Facile
4684,535,2020,Droit,13,1,QCU,0.8859,0.05,0.93,78,70,69,1,1.11,98.57,69,9,88.59,Trop Facile,Trop Facile,Trop Facile / Trop Facile
535,536,2015,Droit,14,1,QCM,0.092,0.53,0.23,72,24,7,17,3.0,29.17,7,65,9.2,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1365,536,2016,Droit,14,1,QCM,0.6564,0.25,0.51,78,66,51,15,1.18,77.27,51,27,65.64,Trop Facile,Adapte,Trop Facile / Adapte
2195,536,2017,Droit,14,1,QCM,0.637,0.27,0.42,86,65,55,10,1.32,84.62,55,31,63.7,Adapte,Adapte,Adapte / Adapte
3025,536,2018,Droit,14,1,QCM,0.6932,0.12,0.54,83,60,58,2,1.38,96.67,58,25,69.32,Adapte,Adapte,Adapte / Adapte
3855,536,2019,Droit,14,1,QCM,0.6983,0.16,0.51,83,72,58,14,1.15,80.56,58,25,69.83,Adapte,Adapte,Adapte / Adapte
4685,536,2020,Droit,14,1,QCM,0.6018,0.13,0.64,90,71,54,17,1.27,76.06,54,36,60.18,Adapte,Adapte,Adapte / Adapte
536,537,2015,Droit,14,2,QCM,0.3843,0.47,0.39,53,29,20,9,1.83,68.97,20,33,38.43,Difficile,Difficile,Difficile / Difficile
1366,537,2016,Droit,14,2,QCM,0.9926,0.04,0.81,45,45,45,0,1.0,100.0,45,0,99.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2196,537,2017,Droit,14,2,QCM,0.2668,0.17,0.4,50,19,13,6,2.63,68.42,13,37,26.68,Trop Facile,Difficile,Trop Facile / Difficile
3026,537,2018,Droit,14,2,QCM,0.016,0.71,0.2,53,23,1,22,2.3,4.35,1,52,1.6,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3856,537,2019,Droit,14,2,QCM,0.8919,0.08,0.81,49,45,44,1,1.09,97.78,44,5,89.19,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4686,537,2020,Droit,14,2,QCM,0.5512,0.38,0.39,53,31,29,2,1.71,93.55,29,24,55.12,Trop Facile,Difficile,Trop Facile / Difficile
537,538,2015,Droit,14,3,QCM,0.1462,0.73,0.23,33,19,5,14,1.74,26.32,5,28,14.62,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1367,538,2016,Droit,14,3,QCM,0.9277,0.03,0.95,38,36,35,1,1.06,97.22,35,3,92.77,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2197,538,2017,Droit,14,3,QCM,0.8903,0.06,0.93,35,32,31,1,1.09,96.88,31,4,89.03,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3027,538,2018,Droit,14,3,QCM,0.9122,0.07,0.81,33,31,30,1,1.06,96.77,30,3,91.22,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3857,538,2019,Droit,14,3,QCM,0.884,0.09,1.0,31,29,27,2,1.07,93.1,27,4,88.4,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4687,538,2020,Droit,14,3,QCM,0.9821,0.06,0.89,35,34,34,0,1.03,100.0,34,1,98.21,Trop Facile,Trop Facile,Trop Facile / Trop Facile
538,539,2015,Droit,14,4,QCU,0.7956,0.09,0.79,5,5,4,1,1.0,80.0,4,1,79.56,Facile,Facile,Facile / Facile
1368,539,2016,Droit,14,4,QCU,0.9655,0.05,0.93,5,5,5,0,1.0,100.0,5,0,96.55,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2198,539,2017,Droit,14,4,QCU,0.8687,0.0,0.96,5,4,4,0,1.25,100.0,4,1,86.87,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3028,539,2018,Droit,14,4,QCU,0.9007,0.05,0.96,5,5,5,0,1.0,100.0,5,0,90.07,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3858,539,2019,Droit,14,4,QCU,0.9396,0.04,0.91,6,6,6,0,1.0,100.0,6,0,93.96,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4688,539,2020,Droit,14,4,QCU,0.9414,0.01,0.98,5,5,5,0,1.0,100.0,5,0,94.14,Trop Facile,Trop Facile,Trop Facile / Trop Facile
539,540,2015,Droit,14,5,QCM,0.81,0.15,0.78,49,40,40,0,1.23,100.0,40,9,81.0,Facile,Facile,Facile / Facile
1369,540,2016,Droit,14,5,QCM,0.8601,0.05,0.99,58,53,50,3,1.09,94.34,50,8,86.01,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2199,540,2017,Droit,14,5,QCM,0.8681,0.08,0.8,46,43,40,3,1.07,93.02,40,6,86.81,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3029,540,2018,Droit,14,5,QCM,0.89,0.01,0.84,54,51,48,3,1.06,94.12,48,6,89.0,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3859,540,2019,Droit,14,5,QCM,0.9232,0.05,0.85,50,47,46,1,1.06,97.87,46,4,92.32,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4689,540,2020,Droit,14,5,QCM,0.9973,0.09,1.0,51,51,51,0,1.0,100.0,51,0,99.73,Trop Facile,Trop Facile,Trop Facile / Trop Facile
540,541,2015,Droit,14,6,QCU,0.6447,0.16,0.59,74,48,48,0,1.54,100.0,48,26,64.47,Trop Facile,Adapte,Trop Facile / Adapte
1370,541,2016,Droit,14,6,QCU,0.6567,0.13,0.45,71,47,47,0,1.51,100.0,47,24,65.67,Adapte,Adapte,Adapte / Adapte
2200,541,2017,Droit,14,6,QCU,0.7245,0.07,0.48,64,52,46,6,1.23,88.46,46,18,72.45,Adapte,Adapte,Adapte / Adapte
3030,541,2018,Droit,14,6,QCU,0.7264,0.29,0.53,71,54,52,2,1.31,96.3,52,19,72.64,Adapte,Adapte,Adapte / Adapte
3860,541,2019,Droit,14,6,QCU,0.6114,0.13,0.55,69,60,42,18,1.15,70.0,42,27,61.14,Adapte,Adapte,Adapte / Adapte
4690,541,2020,Droit,14,6,QCU,0.6079,0.24,0.67,72,63,44,19,1.14,69.84,44,28,60.79,Adapte,Adapte,Adapte / Adapte
541,542,2015,Droit,14,7,QCU,0.9074,0.0,0.94,55,50,50,0,1.1,100.0,50,5,90.74,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1371,542,2016,Droit,14,7,QCU,0.8665,0.06,0.9,56,56,49,7,1.0,87.5,49,7,86.65,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2201,542,2017,Droit,14,7,QCU,0.9799,0.02,0.95,46,45,45,0,1.02,100.0,45,1,97.99,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3031,542,2018,Droit,14,7,QCU,0.1055,0.15,0.27,42,15,4,11,2.8,26.67,4,38,10.55,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3861,542,2019,Droit,14,7,QCU,0.9018,0.08,0.9,47,44,42,2,1.07,95.45,42,5,90.18,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4691,542,2020,Droit,14,7,QCU,0.966,0.04,0.96,55,53,53,0,1.04,100.0,53,2,96.6,Trop Facile,Trop Facile,Trop Facile / Trop Facile
542,543,2015,Droit,14,8,QCM,0.8206,0.12,0.79,63,54,52,2,1.17,96.3,52,11,82.06,Facile,Facile,Facile / Facile
1372,543,2016,Droit,14,8,QCM,0.9579,0.04,0.8,67,66,64,2,1.02,96.97,64,3,95.79,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2202,543,2017,Droit,14,8,QCM,0.9739,0.04,0.83,54,54,53,1,1.0,98.15,53,1,97.39,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3032,543,2018,Droit,14,8,QCM,0.7789,0.1,0.77,61,49,48,1,1.24,97.96,48,13,77.89,Trop Facile,Facile,Trop Facile / Facile
3862,543,2019,Droit,14,8,QCM,0.879,0.1,0.87,69,62,61,1,1.11,98.39,61,8,87.9,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4692,543,2020,Droit,14,8,QCM,0.916,0.07,0.88,62,57,57,0,1.09,100.0,57,5,91.6,Trop Facile,Trop Facile,Trop Facile / Trop Facile
543,544,2015,Droit,14,9,QCU,0.176,0.13,0.27,20,20,4,16,1.0,20.0,4,16,17.6,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1373,544,2016,Droit,14,9,QCU,0.6609,0.16,0.51,24,19,16,3,1.26,84.21,16,8,66.09,Trop Facile,Adapte,Trop Facile / Adapte
2203,544,2017,Droit,14,9,QCU,0.6055,0.09,0.7,29,27,18,9,1.07,66.67,18,11,60.55,Adapte,Adapte,Adapte / Adapte
3033,544,2018,Droit,14,9,QCU,0.7065,0.03,0.42,30,22,21,1,1.36,95.45,21,9,70.65,Adapte,Adapte,Adapte / Adapte
3863,544,2019,Droit,14,9,QCU,0.7168,0.12,0.46,24,21,17,4,1.14,80.95,17,7,71.68,Adapte,Adapte,Adapte / Adapte
4693,544,2020,Droit,14,9,QCU,0.7195,0.26,0.49,27,20,19,1,1.35,95.0,19,8,71.95,Adapte,Adapte,Adapte / Adapte
544,545,2015,Droit,14,10,QO,0.6639,0.6,0.22,92,80,61,19,1.15,76.25,61,31,66.39,Facile,Adapte,Facile / Adapte
1374,545,2016,Droit,14,10,QO,0.6003,0.45,0.28,84,61,50,11,1.38,81.97,50,34,60.03,Adapte,Adapte,Adapte / Adapte
2204,545,2017,Droit,14,10,QO,0.6876,0.25,0.25,83,81,57,24,1.02,70.37,57,26,68.76,Adapte,Adapte,Adapte / Adapte
3034,545,2018,Droit,14,10,QO,0.6025,0.71,0.15,70,69,42,27,1.01,60.87,42,28,60.25,Adapte,Adapte,Adapte / Adapte
3864,545,2019,Droit,14,10,QO,0.6057,0.28,0.23,61,39,37,2,1.56,94.87,37,24,60.57,Adapte,Adapte,Adapte / Adapte
4694,545,2020,Droit,14,10,QO,0.74,0.57,0.19,65,58,48,10,1.12,82.76,48,17,74.0,Adapte,Adapte,Adapte / Adapte
545,546,2015,Droit,14,11,QCM,0.7971,0.18,0.71,26,22,21,1,1.18,95.45,21,5,79.71,Facile,Facile,Facile / Facile
1375,546,2016,Droit,14,11,QCM,0.2193,0.18,0.22,25,14,5,9,1.79,35.71,5,20,21.93,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2205,546,2017,Droit,14,11,QCM,0.8929,0.01,0.85,29,26,26,0,1.12,100.0,26,3,89.29,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3035,546,2018,Droit,14,11,QCM,0.862,0.01,0.84,23,21,20,1,1.1,95.24,20,3,86.2,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3865,546,2019,Droit,14,11,QCM,0.0365,0.47,0.29,20,14,1,13,1.43,7.14,1,19,3.65,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4695,546,2020,Droit,14,11,QCM,0.9087,0.09,0.98,16,15,15,0,1.07,100.0,15,1,90.87,Trop Facile,Trop Facile,Trop Facile / Trop Facile
546,547,2015,Droit,14,12,QCM,0.6836,0.15,0.47,84,66,57,9,1.27,86.36,57,27,68.36,Adapte,Adapte,Adapte / Adapte
1376,547,2016,Droit,14,12,QCM,0.6879,0.05,0.62,86,64,59,5,1.34,92.19,59,27,68.79,Adapte,Adapte,Adapte / Adapte
2206,547,2017,Droit,14,12,QCM,0.7223,0.2,0.44,86,71,62,9,1.21,87.32,62,24,72.23,Adapte,Adapte,Adapte / Adapte
3036,547,2018,Droit,14,12,QCM,0.7055,0.07,0.48,71,62,50,12,1.15,80.65,50,21,70.55,Adapte,Adapte,Adapte / Adapte
3866,547,2019,Droit,14,12,QCM,0.6792,0.1,0.47,72,49,49,0,1.47,100.0,49,23,67.92,Adapte,Adapte,Adapte / Adapte
4696,547,2020,Droit,14,12,QCM,0.6053,0.02,0.43,61,38,37,1,1.61,97.37,37,24,60.53,Adapte,Adapte,Adapte / Adapte
547,548,2015,Droit,15,1,QCM,0.2665,0.24,0.32,89,67,24,43,1.33,35.82,24,65,26.65,Difficile,Difficile,Difficile / Difficile
1377,548,2016,Droit,15,1,QCM,0.9765,0.07,0.94,101,101,99,2,1.0,98.02,99,2,97.65,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2207,548,2017,Droit,15,1,QCM,0.8894,0.08,0.95,110,99,98,1,1.11,98.99,98,12,88.94,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3037,548,2018,Droit,15,1,QCM,0.7603,0.18,0.78,100,85,76,9,1.18,89.41,76,24,76.03,Trop Facile,Facile,Trop Facile / Facile
3867,548,2019,Droit,15,1,QCM,0.0949,0.13,0.26,97,95,9,86,1.02,9.47,9,88,9.49,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4697,548,2020,Droit,15,1,QCM,0.3124,0.13,0.33,114,107,36,71,1.07,33.64,36,78,31.24,Trop Facile,Difficile,Trop Facile / Difficile
548,549,2015,Droit,15,2,QCM,0.2622,0.26,0.34,35,14,9,5,2.5,64.29,9,26,26.22,Difficile,Difficile,Difficile / Difficile
1378,549,2016,Droit,15,2,QCM,0.7968,0.08,0.76,35,28,28,0,1.25,100.0,28,7,79.68,Trop Facile,Facile,Trop Facile / Facile
2208,549,2017,Droit,15,2,QCM,0.1514,0.59,0.24,28,20,4,16,1.4,20.0,4,24,15.14,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3038,549,2018,Droit,15,2,QCM,0.8839,0.09,0.95,34,33,30,3,1.03,90.91,30,4,88.39,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3868,549,2019,Droit,15,2,QCM,0.6992,0.01,0.5,38,36,27,9,1.06,75.0,27,11,69.92,Trop Facile,Adapte,Trop Facile / Adapte
4698,549,2020,Droit,15,2,QCM,0.6701,0.15,0.61,44,38,29,9,1.16,76.32,29,15,67.01,Adapte,Adapte,Adapte / Adapte
549,550,2015,Droit,15,3,QCU,0.0626,0.59,0.23,9,6,1,5,1.5,16.67,1,8,6.26,Difficile,Trop Difficile,Difficile / Trop Difficile
1379,550,2016,Droit,15,3,QCU,0.2812,0.35,0.35,11,7,3,4,1.57,42.86,3,8,28.12,Trop Facile,Difficile,Trop Facile / Difficile
2209,550,2017,Droit,15,3,QCU,0.9149,0.01,0.92,11,11,10,1,1.0,90.91,10,1,91.49,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3039,550,2018,Droit,15,3,QCU,0.2108,0.04,0.25,10,7,2,5,1.43,28.57,2,8,21.08,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3869,550,2019,Droit,15,3,QCU,0.9588,0.07,0.98,8,8,8,0,1.0,100.0,8,0,95.88,Trop Facile,Trop Facile,Trop Facile / Trop Facile
