,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty
4908,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,645,2,QROC,0.12,0.41,69.0,96,43,139,133,96,37,1.05,72.18,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5974,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,645,2,QROC,0.02,0.9,69.0,84,38,122,85,84,1,1.44,98.82,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
645,2015,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,646,3,QROC,0.2,0.84,66.0,8,4,12,11,8,3,1.09,72.73,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1711,2016,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,646,3,QROC,0.05,0.71,66.0,9,4,13,12,9,3,1.08,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2777,2017,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,646,3,QROC,0.13,0.76,66.0,9,4,13,10,9,1,1.3,90.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3843,2018,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,646,3,QROC,0.01,0.77,66.0,8,4,12,10,8,2,1.2,80.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4909,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,646,3,QO,0.2,0.74,66.0,9,4,13,10,9,1,1.3,90.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5975,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,646,3,QO,0.1,0.53,66.0,10,5,15,14,10,4,1.07,71.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
646,2015,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,647,4,QROC,0.34,0.31,41.0,7,9,16,12,7,5,1.33,58.33,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1712,2016,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,647,4,QO,0.85,0.0,12.0,2,16,18,13,2,11,1.38,15.38,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2778,2017,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,647,4,QO,0.21,0.23,50.0,9,9,18,9,9,0,2.0,100.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
3844,2018,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,647,4,QO,0.93,0.0,23.0,5,15,20,10,5,5,2.0,50.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4910,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,647,4,QO,0.37,0.2,51.0,9,9,18,11,9,2,1.64,81.82,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5976,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,647,4,QO,0.84,0.07,29.0,4,11,15,8,4,4,1.88,50.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
647,2015,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,648,5,QCU,0.09,0.99,69.0,56,25,81,69,56,13,1.17,81.16,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
1713,2016,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,648,5,QCU,0.17,0.98,69.0,57,25,82,61,57,4,1.34,93.44,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2779,2017,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,648,5,QCU,0.08,0.79,69.0,48,22,70,55,48,7,1.27,87.27,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3845,2018,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,648,5,QROC,0.02,0.57,69.0,50,22,72,54,50,4,1.33,92.59,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4911,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,648,5,QROC,0.02,0.83,69.0,50,23,73,63,50,13,1.16,79.37,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5977,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,648,5,QROC,0.17,0.87,69.0,48,22,70,53,48,5,1.32,90.57,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
648,2015,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,649,6,QO,0.89,0.13,8.0,1,8,9,8,1,7,1.12,12.5,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1714,2016,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,649,6,QROC,0.3,0.31,50.0,5,5,10,7,5,2,1.43,71.43,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2780,2017,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,649,6,QROC,0.22,0.38,58.0,5,3,8,7,5,2,1.14,71.43,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
3846,2018,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,649,6,QROC,0.98,0.23,30.0,2,5,7,6,2,4,1.17,33.33,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4912,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,649,6,QROC,0.26,0.29,44.0,4,4,8,7,4,3,1.14,57.14,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
5978,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,649,6,QROC,0.43,0.31,53.0,4,4,8,5,4,1,1.6,80.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
649,2015,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,650,7,QCU,0.28,0.56,53.0,11,10,21,11,11,0,1.91,100.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
1715,2016,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,650,7,QCM,0.53,0.19,29.0,7,16,23,13,7,6,1.77,53.85,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
2781,2017,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,650,7,QCM,0.26,0.58,62.0,16,10,26,17,16,1,1.53,94.12,Facile,Moyen,-1,Plus Difficile que la Prediction,Adapte
3847,2018,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,650,7,QCM,0.37,0.38,62.0,14,9,23,23,14,9,1.0,60.87,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4913,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,650,7,QCM,0.36,0.64,62.0,16,9,25,24,16,8,1.04,66.67,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5979,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,650,7,QCM,0.25,0.37,62.0,16,9,25,20,16,4,1.25,80.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
650,2015,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,651,8,QCM,0.34,0.39,47.0,45,50,95,85,45,40,1.12,52.94,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1716,2016,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,651,8,QCM,0.44,0.64,38.0,37,60,97,73,37,36,1.33,50.68,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
2782,2017,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,651,8,QCM,0.37,0.65,55.0,59,49,108,105,59,46,1.03,56.19,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
3848,2018,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,651,8,QCM,0.22,0.45,42.0,43,59,102,95,43,52,1.07,45.26,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
4914,2019,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,651,8,QCM,0.63,0.25,7.0,6,82,88,84,6,78,1.05,7.14,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5980,2020,Mathematique,1,La Derivation,5,Derivees d'Ordres Superieurs,8,651,8,QCM,0.8,0.26,33.0,27,54,81,31,27,4,2.61,87.1,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
651,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,652,1,QCM,0.68,0.23,29.0,9,22,31,23,9,14,1.35,39.13,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
1717,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,652,1,QCM,0.33,0.55,39.0,12,18,30,20,12,8,1.5,60.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2783,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,652,1,QCM,0.52,0.17,17.0,6,28,34,16,6,10,2.12,37.5,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3849,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,652,1,QCM,0.75,0.29,24.0,8,25,33,14,8,6,2.36,57.14,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4915,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,652,1,QCM,0.46,0.38,37.0,11,19,30,27,11,16,1.11,40.74,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5981,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,652,1,QCM,0.67,0.28,2.0,1,25,26,7,1,6,3.71,14.29,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
652,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,653,2,QCM,0.76,0.27,29.0,18,44,62,49,18,31,1.27,36.73,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1718,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,653,2,QCM,0.56,0.2,17.0,12,57,69,46,12,34,1.5,26.09,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2784,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,653,2,QCM,0.78,0.28,6.0,4,60,64,45,4,41,1.42,8.89,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
3850,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,653,2,QCM,0.55,0.19,3.0,2,60,62,27,2,25,2.3,7.41,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4916,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,653,2,QCM,0.2,0.39,55.0,30,25,55,41,30,11,1.34,73.17,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
5982,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,653,2,QCM,0.16,0.98,67.0,38,19,57,46,38,8,1.24,82.61,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
653,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,654,3,QCM,0.34,0.54,47.0,30,33,63,54,30,24,1.17,55.56,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
1719,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,654,3,QO,0.52,0.27,57.0,38,29,67,56,38,18,1.2,67.86,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
2785,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,654,3,QO,0.74,0.26,49.0,37,39,76,51,37,14,1.49,72.55,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
3851,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,654,3,QO,0.81,0.11,33.0,22,45,67,50,22,28,1.34,44.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4917,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,654,3,QO,0.78,0.13,15.0,10,59,69,57,10,47,1.21,17.54,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5983,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,654,3,QO,0.57,0.18,51.0,39,38,77,75,39,36,1.03,52.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
654,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,655,4,QCM,0.36,0.34,39.0,31,49,80,50,31,19,1.6,62.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1720,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,655,4,QCM,0.75,0.29,4.0,3,73,76,44,3,41,1.73,6.82,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
2786,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,655,4,QCM,0.46,0.56,41.0,32,45,77,65,32,33,1.18,49.23,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
3852,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,655,4,QCU,0.3,0.64,47.0,31,34,65,43,31,12,1.51,72.09,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
4918,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,655,4,QCU,0.25,0.41,41.0,27,40,67,63,27,36,1.06,42.86,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5984,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,655,4,QCU,0.48,0.36,24.0,18,58,76,72,18,54,1.06,25.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
655,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,656,5,QCM,0.27,0.53,51.0,21,20,41,28,21,7,1.46,75.0,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
1721,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,656,5,QCM,0.47,0.68,50.0,22,22,44,42,22,20,1.05,52.38,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2787,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,656,5,QCM,0.76,0.26,29.0,14,34,48,24,14,10,2.0,58.33,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
3853,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,656,5,QCM,0.48,0.37,57.0,30,23,53,38,30,8,1.39,78.95,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
4919,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,656,5,QCM,0.58,0.2,1.0,1,60,61,36,1,35,1.69,2.78,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5985,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,656,5,QCM,0.16,0.77,68.0,41,20,61,45,41,4,1.36,91.11,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
656,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,657,6,QCU,0.16,0.91,66.0,38,19,57,44,38,6,1.3,86.36,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1722,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,657,6,QCU,0.06,0.86,66.0,33,17,50,45,33,12,1.11,73.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2788,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,657,6,QCU,0.14,0.77,66.0,38,19,57,38,38,0,1.5,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3854,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,657,6,QCU,0.1,1.0,66.0,34,18,52,44,34,10,1.18,77.27,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4920,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,657,6,QCU,0.2,0.82,66.0,32,16,48,45,32,13,1.07,71.11,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5986,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,657,6,QCU,0.16,0.78,66.0,29,15,44,29,29,0,1.52,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
657,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,658,7,QCM,0.26,0.5,47.0,33,37,70,45,33,12,1.56,73.33,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
1723,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,658,7,QCM,0.78,0.16,21.0,17,62,79,20,17,3,3.95,85.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2789,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,658,7,QCM,0.2,0.55,62.0,56,35,91,78,56,22,1.17,71.79,Facile,Moyen,-1,Plus Difficile que la Prediction,Adapte
3855,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,658,7,QCM,0.41,0.59,62.0,51,31,82,58,51,7,1.41,87.93,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4921,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,658,7,QCM,0.46,0.51,62.0,55,34,89,82,55,27,1.09,67.07,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5987,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,658,7,QCM,0.26,0.37,62.0,62,38,100,89,62,27,1.12,69.66,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
658,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,659,8,QCU,0.37,0.64,45.0,35,42,77,63,35,28,1.22,55.56,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
1724,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,659,8,QCU,0.37,0.62,41.0,30,44,74,40,30,10,1.85,75.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
2790,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,659,8,QCU,0.24,0.65,62.0,43,27,70,64,43,21,1.09,67.19,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
3856,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,659,8,QCU,0.25,0.58,62.0,46,29,75,68,46,22,1.1,67.65,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4922,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,659,8,QCU,0.24,0.54,62.0,45,27,72,65,45,20,1.11,69.23,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5988,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,659,8,QCU,0.4,0.41,62.0,44,27,71,70,44,26,1.01,62.86,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
659,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,660,9,QCM,0.62,0.24,16.0,5,24,29,13,5,8,2.23,38.46,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1725,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,660,9,QCM,0.02,0.85,66.0,18,9,27,25,18,7,1.08,72.0,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
2791,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,660,9,QCM,0.1,0.83,66.0,15,8,23,23,15,8,1.0,65.22,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3857,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,660,9,QCM,0.01,0.9,66.0,15,7,22,16,15,1,1.38,93.75,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4923,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,660,9,QCM,0.05,0.82,66.0,15,8,23,23,15,8,1.0,65.22,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5989,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,660,9,QCM,0.02,0.95,66.0,15,8,23,19,15,4,1.21,78.95,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
660,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,661,10,QCU,0.36,0.41,41.0,5,7,12,8,5,3,1.5,62.5,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
1726,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,661,10,QCU,0.32,0.59,60.0,7,5,12,9,7,2,1.33,77.78,Difficile,Moyen,1,Plus Facile que la Prediction,Adapte
2792,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,661,10,QCU,0.38,0.4,60.0,8,5,13,10,8,2,1.3,80.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
3858,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,661,10,QCU,0.23,0.7,60.0,7,4,11,8,7,1,1.38,87.5,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4924,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,661,10,QCU,0.29,0.53,60.0,5,4,9,6,5,1,1.5,83.33,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5990,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,661,10,QCU,0.23,0.54,60.0,5,4,9,7,5,2,1.29,71.43,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
661,2015,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,662,11,QCU,0.45,0.25,16.0,15,77,92,34,15,19,2.71,44.12,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1727,2016,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,662,11,QCU,0.68,0.37,33.0,32,65,97,41,32,9,2.37,78.05,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
2793,2017,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,662,11,QCU,0.37,0.57,48.0,50,54,104,94,50,44,1.11,53.19,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
3859,2018,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,662,11,QCU,0.4,0.21,35.0,42,77,119,70,42,28,1.7,60.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4925,2019,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,662,11,QCM,0.66,0.17,9.0,11,114,125,72,11,61,1.74,15.28,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5991,2020,Mathematique,1,La Derivation,6,Classe Cn par Morceaux,11,662,11,QCM,0.36,0.6,57.0,67,51,118,114,67,47,1.04,58.77,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
662,2015,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,663,1,QCM,0.59,0.17,28.0,5,13,18,9,5,4,2.0,55.56,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1728,2016,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,663,1,QROC,0.96,0.1,1.0,0,20,20,14,0,14,1.43,0.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2794,2017,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,663,1,QCM,0.67,0.28,10.0,2,21,23,16,2,14,1.44,12.5,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3860,2018,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,663,1,QCM,0.76,0.18,28.0,7,17,24,8,7,1,3.0,87.5,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4926,2019,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,663,1,QCM,0.57,0.24,32.0,9,18,27,24,9,15,1.12,37.5,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
5992,2020,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,663,1,QCM,0.72,0.22,8.0,2,25,27,12,2,10,2.25,16.67,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
663,2015,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,664,2,QCM,0.03,0.77,65.0,9,5,14,10,9,1,1.4,90.0,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
1729,2016,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,664,2,QCM,0.14,0.75,65.0,10,6,16,11,10,1,1.45,90.91,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2795,2017,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,664,2,QCM,0.12,0.83,65.0,10,6,16,14,10,4,1.14,71.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3861,2018,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,664,2,QCM,0.01,0.76,65.0,10,5,15,13,10,3,1.15,76.92,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4927,2019,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,664,2,QCM,0.2,0.76,65.0,8,5,13,11,8,3,1.18,72.73,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5993,2020,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,664,2,QCM,0.13,0.71,65.0,8,5,13,11,8,3,1.18,72.73,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
664,2015,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,665,3,QCU,0.22,0.54,51.0,48,47,95,55,48,7,1.73,87.27,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
1730,2016,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,665,3,QCU,0.28,0.49,50.0,46,47,93,67,46,21,1.39,68.66,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
2796,2017,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,665,3,QCU,0.7,0.29,5.0,5,98,103,92,5,87,1.12,5.43,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
3862,2018,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,665,3,QCU,0.49,0.25,1.0,1,93,94,67,1,66,1.4,1.49,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4928,2019,Mathematique,1,La Derivation,7,Fonctions Reciproques,4,665,3,QCU,0.39,0.62,44.0,40,52,92,60,40,20,1.53,66.67,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
