,Course_ID,Year,Course_Duration,Course_Duration_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
6793,560,2019,37,37,22,7,12,3,Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Exam-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Exam,Vid4H-Quiz2H-Vid2H-Exam1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Vid2H-Vid4H-Vid2H-Vid4H-Quiz1H-Quiz1H-Vid3H-Quiz1H
7758,560,2020,37,37,24,10,13,1,Quiz-Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid,Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Quiz1H-Exam4H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz2H-Quiz2H-Quiz2H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Quiz2H
559,560,2013,37,30,16,8,5,3,Quiz-Vid-Quiz-Vid-Vid-Exam-Vid-Exam-Quiz-Quiz-Exam-Quiz-Vid-Vid-Vid-Vid,Vid1H-Quiz1H-Quiz2H-Quiz1H-Exam1H-Vid4H-Vid4H-Vid4H-Vid4H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam2H-Exam1H-Quiz1H
4602,560,2017,37,37,27,7,16,4,Quiz-Quiz-Quiz-Quiz-Vid-Exam-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam-Vid-Exam-Vid-Quiz-Quiz,Quiz2H-Vid1H-Quiz1H-Exam1H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Vid2H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Exam1H-Quiz1H-Exam1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Vid4H-Quiz1H
1573,560,2014,37,34,24,12,11,1,Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz,Quiz1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Vid4H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid1H-Vid3H-Vid1H-Quiz1H-Vid3H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H
2485,560,2015,37,35,27,14,9,4,Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam-Vid-Quiz-Vid-Vid-Quiz-Quiz-Exam-Vid-Quiz-Exam-Vid-Vid-Vid-Exam-Vid,Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam1H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Vid2H-Quiz2H-Vid1H-Vid2H-Exam1H-Vid1H-Quiz1H-Vid1H-Vid2H-Quiz2H-Vid1H-Vid1H-Vid1H-Exam1H-Exam1H-Vid1H-Quiz2H
5698,560,2018,37,37,22,10,10,2,Vid-Quiz-Quiz-Vid-Exam-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid,Vid1H-Quiz2H-Exam1H-Vid1H-Quiz2H-Vid1H-Quiz2H-Quiz2H-Quiz2H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Exam1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid4H-Vid3H
6794,561,2019,16,16,10,2,8,0,Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz,Vid4H-Quiz2H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
4603,561,2017,16,16,7,3,3,1,Vid-Vid-Quiz-Exam-Vid-Quiz-Quiz,Vid3H-Exam3H-Vid3H-Quiz1H-Vid3H-Quiz1H-Quiz2H
7759,561,2020,16,16,10,3,3,4,Exam-Vid-Quiz-Vid-Exam-Exam-Vid-Quiz-Quiz-Exam,Vid1H-Exam1H-Vid4H-Exam1H-Quiz2H-Exam1H-Exam1H-Quiz2H-Quiz2H-Vid1H
2486,561,2015,16,16,12,4,7,1,Quiz-Quiz-Quiz-Exam-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz,Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam3H
560,561,2013,16,16,14,6,5,3,Exam-Quiz-Vid-Vid-Vid-Exam-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Vid-Vid,Quiz1H-Quiz2H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid1H-Exam1H-Vid1H-Exam1H-Vid1H
1574,561,2014,16,16,15,9,4,2,Vid-Quiz-Vid-Exam-Vid-Quiz-Vid-Vid-Exam-Vid-Vid-Quiz-Quiz-Vid-Vid,Quiz2H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam1H-Exam1H
3582,561,2016,16,16,13,10,2,1,Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam,Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Exam2H-Vid1H-Quiz1H-Vid1H-Vid2H-Vid1H-Vid1H
5699,561,2018,16,16,9,3,5,1,Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Exam,Quiz2H-Quiz2H-Exam3H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz2H
5700,562,2018,27,23,20,8,11,1,Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid,Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid2H
1575,562,2014,27,13,11,5,5,1,Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Vid,Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Exam1H-Vid1H
2487,562,2015,27,15,8,3,4,1,Vid-Quiz-Exam-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Exam3H-Quiz2H-Vid1H-Vid2H-Vid2H-Quiz2H-Quiz2H
3583,562,2016,27,16,10,6,3,1,Vid-Vid-Quiz-Exam-Vid-Vid-Vid-Quiz-Vid-Quiz,Vid2H-Vid2H-Vid2H-Quiz2H-Exam1H-Vid1H-Vid2H-Vid1H-Quiz2H-Quiz1H
6795,562,2019,27,25,20,12,7,1,Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Exam-Quiz-Vid-Vid-Vid-Vid-Vid,Quiz1H-Quiz1H-Vid3H-Vid1H-Vid1H-Quiz1H-Exam2H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid3H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H
7760,562,2020,27,25,14,7,7,0,Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid,Vid2H-Quiz1H-Vid2H-Quiz1H-Quiz2H-Vid2H-Quiz2H-Vid4H-Quiz1H-Quiz1H-Vid2H-Vid2H-Vid2H-Quiz1H
4604,562,2017,27,21,13,6,5,2,Vid-Quiz-Exam-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Exam-Quiz-Quiz,Quiz1H-Quiz2H-Vid1H-Vid1H-Vid3H-Quiz1H-Exam2H-Quiz1H-Vid1H-Vid3H-Quiz2H-Exam1H-Vid2H
561,562,2013,27,9,6,2,3,1,Quiz-Vid-Quiz-Quiz-Exam-Vid,Quiz2H-Quiz1H-Vid2H-Quiz1H-Exam2H-Vid1H
1576,563,2014,36,12,6,3,2,1,Exam-Vid-Quiz-Vid-Quiz-Vid,Quiz2H-Quiz2H-Exam1H-Vid3H-Vid2H-Vid2H
2488,563,2015,36,17,17,9,5,3,Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Exam-Exam-Vid-Quiz-Vid-Vid-Vid-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid1H-Vid1H-Exam1H
4605,563,2017,36,22,12,5,4,3,Exam-Exam-Vid-Vid-Quiz-Vid-Quiz-Exam-Quiz-Vid-Vid-Quiz,Vid2H-Exam1H-Vid2H-Vid2H-Quiz2H-Exam1H-Quiz2H-Vid4H-Vid2H-Exam1H-Quiz1H-Quiz2H
7761,563,2020,36,35,28,12,16,0,Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid,Quiz2H-Quiz2H-Vid2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz1H-Quiz1H
562,563,2013,36,10,10,4,5,1,Quiz-Vid-Vid-Exam-Vid-Quiz-Vid-Quiz-Quiz-Quiz,Exam1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H
6796,563,2019,36,35,21,7,13,1,Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid,Quiz1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Exam1H-Vid4H-Quiz1H-Quiz2H-Quiz2H-Vid3H-Vid1H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Vid2H-Quiz2H-Quiz2H-Quiz2H-Vid1H
5701,563,2018,36,32,20,14,6,0,Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid,Quiz2H-Vid1H-Vid1H-Vid3H-Vid1H-Vid2H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid2H-Quiz2H-Vid1H-Vid3H-Vid3H-Vid1H-Quiz2H-Vid1H-Vid1H
3584,563,2016,36,21,18,12,4,2,Exam-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Exam-Quiz-Vid-Vid-Vid-Quiz-Vid,Exam2H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H
3585,564,2016,60,55,52,35,15,2,Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Exam-Quiz-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid,Quiz1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Exam2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H
5702,564,2018,60,58,42,26,15,1,Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid,Quiz2H-Quiz2H-Vid1H-Vid2H-Vid1H-Quiz2H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid4H-Vid1H-Exam1H-Vid1H-Vid3H-Vid1H-Quiz1H-Vid1H-Vid3H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid1H
1577,564,2014,60,33,31,25,5,1,Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid,Vid1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H
563,564,2013,60,29,17,12,3,2,Vid-Quiz-Vid-Exam-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Exam-Vid-Vid,Vid2H-Exam1H-Quiz1H-Vid2H-Vid2H-Vid2H-Vid4H-Vid1H-Quiz2H-Vid2H-Quiz2H-Vid1H-Exam2H-Vid2H-Vid1H-Vid1H-Vid1H
2489,564,2015,60,49,49,34,15,0,Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid,Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H
6797,564,2019,60,59,52,39,12,1,Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid3H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H
7762,564,2020,60,60,50,32,17,1,Exam-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid2H-Exam3H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H
4606,564,2017,60,56,33,17,15,1,Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Exam-Vid,Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid4H-Quiz2H-Quiz1H-Vid1H-Vid3H-Quiz1H-Quiz2H-Vid2H-Quiz2H-Vid3H-Vid1H-Quiz2H-Quiz1H-Vid3H-Vid1H-Vid2H-Quiz2H-Quiz1H-Vid4H-Vid2H-Vid1H-Vid2H-Vid2H-Exam1H
1578,565,2014,9,1,1,0,1,0,Quiz,Quiz1H
5703,565,2018,9,5,4,2,2,0,Quiz-Quiz-Vid-Vid,Quiz2H-Vid1H-Quiz1H-Vid1H
2490,565,2015,9,2,2,1,1,0,Quiz-Vid,Quiz1H-Vid1H
3586,565,2016,9,2,2,1,1,0,Vid-Quiz,Vid1H-Quiz1H
7763,565,2020,9,9,6,2,4,0,Quiz-Vid-Quiz-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid3H-Vid2H-Quiz1H
4607,565,2017,9,3,2,1,1,0,Vid-Quiz,Quiz1H-Vid2H
564,565,2013,9,1,1,0,1,0,Quiz,Quiz1H
6798,565,2019,9,6,5,3,1,1,Vid-Vid-Exam-Quiz-Vid,Exam1H-Quiz2H-Vid1H-Vid1H-Vid1H
7764,566,2020,16,16,11,3,5,3,Vid-Quiz-Exam-Quiz-Exam-Exam-Quiz-Vid-Vid-Quiz-Quiz,Quiz1H-Exam1H-Exam1H-Vid3H-Vid3H-Quiz1H-Exam1H-Quiz1H-Quiz2H-Vid1H-Quiz1H
4608,566,2017,16,11,10,2,7,1,Vid-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid2H-Quiz1H-Vid1H
6799,566,2019,16,16,9,3,4,2,Vid-Quiz-Exam-Quiz-Vid-Vid-Quiz-Exam-Quiz,Exam1H-Quiz2H-Vid3H-Quiz1H-Vid3H-Exam1H-Quiz1H-Vid3H-Quiz1H
5704,566,2018,16,16,14,9,3,2,Vid-Quiz-Vid-Quiz-Vid-Exam-Vid-Exam-Vid-Vid-Vid-Quiz-Vid-Vid,Vid1H-Quiz1H-Vid1H-Exam1H-Exam2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H
1579,566,2014,16,5,3,1,2,0,Quiz-Vid-Quiz,Vid3H-Quiz1H-Quiz1H
3587,566,2016,16,10,6,3,2,1,Quiz-Exam-Vid-Vid-Vid-Quiz,Vid1H-Quiz1H-Vid3H-Vid2H-Exam1H-Quiz2H
2491,566,2015,16,7,4,1,2,1,Exam-Quiz-Vid-Quiz,Quiz1H-Exam1H-Quiz1H-Vid4H
565,566,2013,16,4,2,1,1,0,Vid-Quiz,Vid2H-Quiz2H
2492,567,2015,32,2,2,1,1,0,Vid-Quiz,Vid1H-Quiz1H
6800,567,2019,32,2,2,1,1,0,Quiz-Vid,Vid1H-Quiz1H
5705,567,2018,32,2,2,1,1,0,Quiz-Vid,Vid1H-Quiz1H
1580,567,2014,32,2,2,1,1,0,Vid-Quiz,Vid1H-Quiz1H
566,567,2013,32,1,1,0,1,0,Quiz,Quiz1H
7765,567,2020,32,3,3,2,1,0,Vid-Vid-Quiz,Quiz1H-Vid1H-Vid1H
4609,567,2017,32,2,2,1,1,0,Vid-Quiz,Vid1H-Quiz1H
3588,567,2016,32,2,2,1,1,0,Quiz-Vid,Vid1H-Quiz1H
7766,568,2020,12,12,6,1,4,1,Vid-Quiz-Quiz-Quiz-Quiz-Exam,Quiz2H-Quiz1H-Exam3H-Quiz2H-Vid3H-Quiz1H
3589,568,2016,12,12,6,2,2,2,Quiz-Exam-Quiz-Exam-Vid-Vid,Quiz2H-Exam1H-Vid4H-Quiz1H-Vid3H-Exam1H
567,568,2013,12,6,4,1,2,1,Quiz-Exam-Quiz-Vid,Exam1H-Quiz1H-Quiz1H-Vid3H
2493,568,2015,12,11,8,3,4,1,Vid-Quiz-Quiz-Vid-Exam-Quiz-Vid-Quiz,Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Vid1H
4610,568,2017,12,12,9,5,3,1,Vid-Exam-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid,Quiz1H-Vid1H-Quiz2H-Exam1H-Quiz2H-Vid1H-Vid2H-Vid1H-Vid1H
6801,568,2019,12,12,10,5,4,1,Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Exam,Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Exam1H-Quiz1H-Quiz2H-Vid1H
1581,568,2014,12,9,4,2,2,0,Quiz-Vid-Quiz-Vid,Quiz2H-Quiz2H-Vid1H-Vid4H
5706,568,2018,12,12,7,3,3,1,Vid-Quiz-Vid-Exam-Vid-Quiz-Quiz,Vid1H-Quiz1H-Vid3H-Exam1H-Quiz2H-Vid2H-Quiz2H
6802,569,2019,41,41,32,14,16,2,Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Exam-Vid-Vid-Vid-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Exam1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Vid3H-Quiz2H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H
5707,569,2018,41,41,29,13,15,1,Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz,Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Vid4H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz2H
2494,569,2015,41,41,20,8,11,1,Quiz-Vid-Vid-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz,Quiz2H-Quiz2H-Exam3H-Vid3H-Vid2H-Quiz2H-Quiz2H-Vid2H-Vid1H-Quiz2H-Quiz2H-Quiz2H-Vid4H-Quiz2H-Vid2H-Quiz2H-Quiz2H-Vid2H-Vid1H-Quiz1H
4611,569,2017,41,41,25,11,13,1,Quiz-Quiz-Vid-Vid-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid,Quiz2H-Quiz2H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid3H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Exam1H-Vid3H-Quiz2H-Quiz2H-Vid2H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid3H
1582,569,2014,41,41,30,10,17,3,Vid-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz-Exam-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid,Vid3H-Quiz1H-Exam1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Vid3H-Exam1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Quiz1H-Vid4H-Quiz1H-Vid1H-Vid1H
568,569,2013,41,40,17,7,8,2,Exam-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Vid-Vid-Vid,Exam2H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Vid4H-Vid4H-Vid4H-Quiz2H-Vid4H-Exam1H-Vid4H-Quiz1H
