,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
2505,2015,538,10,10,6,4,2,3,1,3,0,1
3489,2016,538,10,10,7,3,3,3,1,2,0,1
4473,2017,538,10,10,7,3,3,3,1,2,0,1
5457,2018,538,10,10,8,2,4,3,1,1,0,1
6441,2019,538,10,10,9,1,4,3,2,1,0,0
7425,2020,538,10,10,10,0,5,3,2,0,0,0
538,2013,539,41,23,6,17,5,1,0,10,6,1
1522,2014,539,41,23,7,16,6,1,0,9,6,1
2506,2015,539,41,23,7,16,6,1,0,9,6,1
3490,2016,539,41,23,8,15,6,2,0,9,5,1
4474,2017,539,41,23,9,14,7,2,0,8,5,1
5458,2018,539,41,23,11,12,9,2,0,6,5,1
6442,2019,539,41,23,14,9,9,5,0,6,2,1
7426,2020,539,41,23,14,9,9,5,0,6,2,1
539,2013,540,38,25,2,23,1,1,0,14,7,2
1523,2014,540,38,25,3,22,2,1,0,13,7,2
2507,2015,540,38,25,3,22,2,1,0,13,7,2
3491,2016,540,38,25,3,22,2,1,0,13,7,2
4475,2017,540,38,25,3,22,2,1,0,13,7,2
5459,2018,540,38,25,4,21,2,2,0,13,6,2
6443,2019,540,38,25,5,20,3,2,0,12,6,2
7427,2020,540,38,25,5,20,3,2,0,12,6,2
540,2013,541,7,5,1,4,0,1,0,1,2,1
1524,2014,541,7,5,2,3,0,2,0,1,1,1
2508,2015,541,7,5,2,3,0,2,0,1,1,1
3492,2016,541,7,5,2,3,0,2,0,1,1,1
4476,2017,541,7,5,2,3,0,2,0,1,1,1
5460,2018,541,7,5,2,3,0,2,0,1,1,1
6444,2019,541,7,5,2,3,0,2,0,1,1,1
7428,2020,541,7,5,3,2,0,3,0,1,0,1
541,2013,542,40,20,1,19,0,1,0,13,6,0
1525,2014,542,40,20,2,18,0,2,0,13,5,0
2509,2015,542,40,20,2,18,0,2,0,13,5,0
3493,2016,542,40,20,2,18,0,2,0,13,5,0
4477,2017,542,40,20,2,18,0,2,0,13,5,0
5461,2018,542,40,20,2,18,0,2,0,13,5,0
6445,2019,542,40,20,3,17,0,3,0,13,4,0
7429,2020,542,40,20,3,17,0,3,0,13,4,0
542,2013,543,15,10,4,6,2,1,1,4,2,0
1526,2014,543,15,10,5,5,2,2,1,4,1,0
2510,2015,543,15,10,5,5,2,2,1,4,1,0
3494,2016,543,15,10,6,4,3,2,1,3,1,0
4478,2017,543,15,10,7,3,4,2,1,2,1,0
5462,2018,543,15,10,7,3,4,2,1,2,1,0
6446,2019,543,15,10,8,2,5,2,1,1,1,0
7430,2020,543,15,10,8,2,5,2,1,1,1,0
543,2013,544,29,10,5,5,1,3,1,4,1,0
1527,2014,544,29,10,6,4,1,4,1,4,0,0
2511,2015,544,29,10,6,4,1,4,1,4,0,0
3495,2016,544,29,10,6,4,1,4,1,4,0,0
4479,2017,544,29,10,7,3,2,4,1,3,0,0
5463,2018,544,29,10,8,2,3,4,1,2,0,0
6447,2019,544,29,10,9,1,4,4,1,1,0,0
7431,2020,544,29,10,10,0,5,4,1,0,0,0
544,2013,545,5,4,1,3,1,0,0,2,1,0
1528,2014,545,5,4,1,3,1,0,0,2,1,0
2512,2015,545,5,4,1,3,1,0,0,2,1,0
3496,2016,545,5,4,1,3,1,0,0,2,1,0
4480,2017,545,5,4,1,3,1,0,0,2,1,0
5464,2018,545,5,4,1,3,1,0,0,2,1,0
6448,2019,545,5,4,2,2,2,0,0,1,1,0
7432,2020,545,5,4,2,2,2,0,0,1,1,0
545,2013,546,27,24,7,17,4,2,1,12,5,0
1529,2014,546,27,24,8,16,5,2,1,11,5,0
2513,2015,546,27,24,10,14,7,2,1,9,5,0
3497,2016,546,27,24,11,13,8,2,1,8,5,0
4481,2017,546,27,24,13,11,10,2,1,6,5,0
5465,2018,546,27,24,14,10,11,2,1,5,5,0
6449,2019,546,27,24,15,9,12,2,1,4,5,0
7433,2020,546,27,24,17,7,12,4,1,4,3,0
546,2013,547,13,10,4,6,3,1,0,4,1,1
1530,2014,547,13,10,5,5,4,1,0,3,1,1
2514,2015,547,13,10,5,5,4,1,0,3,1,1
3498,2016,547,13,10,6,4,4,2,0,3,0,1
4482,2017,547,13,10,6,4,4,2,0,3,0,1
5466,2018,547,13,10,7,3,5,2,0,2,0,1
6450,2019,547,13,10,9,1,7,2,0,0,0,1
7434,2020,547,13,10,9,1,7,2,0,0,0,1
547,2013,548,5,4,2,2,2,0,0,1,1,0
1531,2014,548,5,4,2,2,2,0,0,1,1,0
2515,2015,548,5,4,2,2,2,0,0,1,1,0
3499,2016,548,5,4,2,2,2,0,0,1,1,0
4483,2017,548,5,4,2,2,2,0,0,1,1,0
5467,2018,548,5,4,3,1,3,0,0,0,1,0
6451,2019,548,5,4,3,1,3,0,0,0,1,0
7435,2020,548,5,4,3,1,3,0,0,0,1,0
548,2013,549,13,13,3,10,1,2,0,6,3,1
1532,2014,549,13,13,3,10,1,2,0,6,3,1
2516,2015,549,13,13,4,9,1,3,0,6,2,1
3500,2016,549,13,13,4,9,1,3,0,6,2,1
4484,2017,549,13,13,5,8,1,4,0,6,1,1
5468,2018,549,13,13,6,7,2,4,0,5,1,1
6452,2019,549,13,13,6,7,2,4,0,5,1,1
7436,2020,549,13,13,6,7,2,4,0,5,1,1
549,2013,550,35,34,6,28,3,3,0,18,9,1
1533,2014,550,35,34,6,28,3,3,0,18,9,1
2517,2015,550,35,34,7,27,4,3,0,17,9,1
3501,2016,550,35,34,8,26,4,4,0,17,8,1
4485,2017,550,35,34,9,25,4,5,0,17,7,1
5469,2018,550,35,34,11,23,6,5,0,15,7,1
6453,2019,550,35,34,12,22,7,5,0,14,7,1
7437,2020,550,35,34,12,22,7,5,0,14,7,1
550,2013,551,12,4,2,2,1,1,0,1,1,0
1534,2014,551,12,4,3,1,1,2,0,1,0,0
2518,2015,551,12,4,3,1,1,2,0,1,0,0
3502,2016,551,12,4,3,1,1,2,0,1,0,0
4486,2017,551,12,4,3,1,1,2,0,1,0,0
5470,2018,551,12,4,4,0,2,2,0,0,0,0
6454,2019,551,12,4,4,0,2,2,0,0,0,0
7438,2020,551,12,4,4,0,2,2,0,0,0,0
551,2013,552,39,32,6,26,3,2,1,17,7,2
1535,2014,552,39,32,6,26,3,2,1,17,7,2
2519,2015,552,39,32,8,24,3,4,1,17,5,2
3503,2016,552,39,32,8,24,3,4,1,17,5,2
4487,2017,552,39,32,8,24,3,4,1,17,5,2
5471,2018,552,39,32,9,23,4,4,1,16,5,2
6455,2019,552,39,32,9,23,4,4,1,16,5,2
7439,2020,552,39,32,11,21,6,4,1,14,5,2
552,2013,553,7,6,2,4,2,0,0,2,1,1
1536,2014,553,7,6,2,4,2,0,0,2,1,1
2520,2015,553,7,6,3,3,3,0,0,1,1,1
3504,2016,553,7,6,3,3,3,0,0,1,1,1
4488,2017,553,7,6,4,2,3,1,0,1,0,1
5472,2018,553,7,6,4,2,3,1,0,1,0,1
6456,2019,553,7,6,4,2,3,1,0,1,0,1
7440,2020,553,7,6,4,2,3,1,0,1,0,1
553,2013,554,32,26,13,13,10,2,1,8,4,1
1537,2014,554,32,26,16,10,13,2,1,5,4,1
2521,2015,554,32,26,16,10,13,2,1,5,4,1
3505,2016,554,32,26,17,9,14,2,1,4,4,1
4489,2017,554,32,26,17,9,14,2,1,4,4,1
5473,2018,554,32,26,18,8,14,3,1,4,3,1
6457,2019,554,32,26,19,7,15,3,1,3,3,1
7441,2020,554,32,26,22,4,17,4,1,1,2,1
554,2013,555,22,7,2,5,1,1,0,4,1,0
1538,2014,555,22,7,2,5,1,1,0,4,1,0
2522,2015,555,22,7,2,5,1,1,0,4,1,0
3506,2016,555,22,7,2,5,1,1,0,4,1,0
4490,2017,555,22,7,2,5,1,1,0,4,1,0
5474,2018,555,22,7,2,5,1,1,0,4,1,0
6458,2019,555,22,7,3,4,1,2,0,4,0,0
7442,2020,555,22,7,3,4,1,2,0,4,0,0
555,2013,556,36,28,13,15,6,7,0,10,4,1
1539,2014,556,36,28,14,14,7,7,0,9,4,1
2523,2015,556,36,28,17,11,8,9,0,8,2,1
3507,2016,556,36,28,18,10,8,9,1,8,2,0
4491,2017,556,36,28,22,6,11,10,1,5,1,0
5475,2018,556,36,28,23,5,11,11,1,5,0,0
6459,2019,556,36,28,24,4,12,11,1,4,0,0
7443,2020,556,36,28,26,2,14,11,1,2,0,0
556,2013,557,12,12,2,10,1,1,0,7,3,0
1540,2014,557,12,12,2,10,1,1,0,7,3,0
2524,2015,557,12,12,3,9,1,2,0,7,2,0
3508,2016,557,12,12,3,9,1,2,0,7,2,0
4492,2017,557,12,12,3,9,1,2,0,7,2,0
5476,2018,557,12,12,3,9,1,2,0,7,2,0
6460,2019,557,12,12,4,8,2,2,0,6,2,0
7444,2020,557,12,12,4,8,2,2,0,6,2,0
557,2013,558,26,15,3,12,1,1,1,7,4,1
1541,2014,558,26,15,4,11,2,1,1,6,4,1
2525,2015,558,26,15,4,11,2,1,1,6,4,1
3509,2016,558,26,15,4,11,2,1,1,6,4,1
4493,2017,558,26,15,5,10,3,1,1,5,4,1
5477,2018,558,26,15,5,10,3,1,1,5,4,1
6461,2019,558,26,15,5,10,3,1,1,5,4,1
7445,2020,558,26,15,6,9,3,2,1,5,3,1
558,2013,559,55,30,12,18,9,2,1,12,6,0
1542,2014,559,55,30,15,15,11,3,1,10,5,0
2526,2015,559,55,30,16,14,12,3,1,9,5,0
3510,2016,559,55,30,18,12,13,4,1,8,4,0
4494,2017,559,55,30,21,9,16,4,1,5,4,0
5478,2018,559,55,30,23,7,16,6,1,5,2,0
6462,2019,559,55,30,27,3,20,6,1,1,2,0
7446,2020,559,55,30,29,1,20,8,1,1,0,0
559,2013,560,27,24,5,19,2,2,1,13,6,0
1543,2014,560,27,24,6,18,2,3,1,13,5,0
2527,2015,560,27,24,8,16,4,3,1,11,5,0
3511,2016,560,27,24,8,16,4,3,1,11,5,0
4495,2017,560,27,24,9,15,5,3,1,10,5,0
5479,2018,560,27,24,10,14,5,4,1,10,4,0
6463,2019,560,27,24,12,12,7,4,1,8,4,0
7447,2020,560,27,24,13,11,8,4,1,7,4,0
560,2013,561,13,8,3,5,1,1,1,3,1,1
1544,2014,561,13,8,4,4,1,2,1,3,0,1
2528,2015,561,13,8,5,3,2,2,1,2,0,1
3512,2016,561,13,8,5,3,2,2,1,2,0,1
4496,2017,561,13,8,6,2,3,2,1,1,0,1
5480,2018,561,13,8,6,2,3,2,1,1,0,1
6464,2019,561,13,8,7,1,4,2,1,0,0,1
7448,2020,561,13,8,7,1,4,2,1,0,0,1
561,2013,562,12,10,3,7,1,1,1,4,3,0
1545,2014,562,12,10,3,7,1,1,1,4,3,0
2529,2015,562,12,10,3,7,1,1,1,4,3,0
3513,2016,562,12,10,3,7,1,1,1,4,3,0
4497,2017,562,12,10,4,6,1,2,1,4,2,0
5481,2018,562,12,10,4,6,1,2,1,4,2,0
6465,2019,562,12,10,5,5,2,2,1,3,2,0
7449,2020,562,12,10,6,4,3,2,1,2,2,0
562,2013,563,41,22,7,15,5,1,1,9,5,1
1546,2014,563,41,22,8,14,5,2,1,9,4,1
2530,2015,563,41,22,10,12,5,4,1,9,2,1
3514,2016,563,41,22,11,11,6,4,1,8,2,1
4498,2017,563,41,22,11,11,6,4,1,8,2,1
5482,2018,563,41,22,13,9,7,5,1,7,1,1
6466,2019,563,41,22,13,9,7,5,1,7,1,1
7450,2020,563,41,22,14,8,7,6,1,7,0,1
563,2013,564,29,23,1,22,0,1,0,14,6,2
1547,2014,564,29,23,1,22,0,1,0,14,6,2
2531,2015,564,29,23,1,22,0,1,0,14,6,2
3515,2016,564,29,23,1,22,0,1,0,14,6,2
4499,2017,564,29,23,2,21,0,2,0,14,5,2
5483,2018,564,29,23,2,21,0,2,0,14,5,2
6467,2019,564,29,23,2,21,0,2,0,14,5,2
7451,2020,564,29,23,2,21,0,2,0,14,5,2
564,2013,565,10,8,2,6,1,1,0,4,2,0
1548,2014,565,10,8,2,6,1,1,0,4,2,0
2532,2015,565,10,8,3,5,2,1,0,3,2,0
3516,2016,565,10,8,3,5,2,1,0,3,2,0
4500,2017,565,10,8,3,5,2,1,0,3,2,0
5484,2018,565,10,8,4,4,3,1,0,2,2,0
6468,2019,565,10,8,4,4,3,1,0,2,2,0
7452,2020,565,10,8,5,3,4,1,0,1,2,0
565,2013,566,32,13,1,12,0,1,0,7,4,1
1549,2014,566,32,13,1,12,0,1,0,7,4,1
2533,2015,566,32,13,1,12,0,1,0,7,4,1
3517,2016,566,32,13,1,12,0,1,0,7,4,1
4501,2017,566,32,13,1,12,0,1,0,7,4,1
5485,2018,566,32,13,1,12,0,1,0,7,4,1
6469,2019,566,32,13,2,11,1,1,0,6,4,1
7453,2020,566,32,13,2,11,1,1,0,6,4,1
566,2013,567,5,3,1,2,0,1,0,1,1,0
1550,2014,567,5,3,1,2,0,1,0,1,1,0
2534,2015,567,5,3,1,2,0,1,0,1,1,0
3518,2016,567,5,3,1,2,0,1,0,1,1,0
4502,2017,567,5,3,1,2,0,1,0,1,1,0
5486,2018,567,5,3,1,2,0,1,0,1,1,0
6470,2019,567,5,3,1,2,0,1,0,1,1,0
7454,2020,567,5,3,1,2,0,1,0,1,1,0
567,2013,568,39,28,8,20,4,3,1,13,6,1
1551,2014,568,39,28,10,18,6,3,1,11,6,1
2535,2015,568,39,28,12,16,7,4,1,10,5,1
3519,2016,568,39,28,14,14,7,6,1,10,3,1
4503,2017,568,39,28,17,11,9,7,1,8,2,1
5487,2018,568,39,28,20,8,10,9,1,7,0,1
6471,2019,568,39,28,21,7,11,9,1,6,0,1
7455,2020,568,39,28,23,5,13,9,1,4,0,1
568,2013,569,34,22,11,11,7,2,2,7,3,1
1552,2014,569,34,22,13,9,7,4,2,7,1,1
2536,2015,569,34,22,16,6,10,4,2,4,1,1
3520,2016,569,34,22,16,6,10,4,2,4,1,1
4504,2017,569,34,22,17,5,11,4,2,3,1,1
5488,2018,569,34,22,20,2,13,5,2,1,0,1
6472,2019,569,34,22,20,2,13,5,2,1,0,1
7456,2020,569,34,22,22,0,14,5,3,0,0,0
569,2013,570,45,13,4,9,3,1,0,5,3,1
1553,2014,570,45,13,5,8,4,1,0,4,3,1
2537,2015,570,45,13,6,7,5,1,0,3,3,1
3521,2016,570,45,13,7,6,5,2,0,3,2,1
4505,2017,570,45,13,8,5,5,3,0,3,1,1
5489,2018,570,45,13,9,4,5,4,0,3,0,1
6473,2019,570,45,13,11,2,7,4,0,1,0,1
7457,2020,570,45,13,13,0,8,4,1,0,0,0
570,2013,571,47,45,12,33,8,2,2,22,10,1
1554,2014,571,47,45,13,32,9,2,2,21,10,1
2538,2015,571,47,45,15,30,11,2,2,19,10,1
3522,2016,571,47,45,17,28,11,4,2,19,8,1
4506,2017,571,47,45,19,26,13,4,2,17,8,1
5490,2018,571,47,45,23,22,14,7,2,16,5,1
6474,2019,571,47,45,25,20,14,9,2,16,3,1
7458,2020,571,47,45,31,14,17,12,2,13,0,1
571,2013,572,18,16,6,10,4,1,1,7,3,0
1555,2014,572,18,16,6,10,4,1,1,7,3,0
2539,2015,572,18,16,7,9,5,1,1,6,3,0
3523,2016,572,18,16,8,8,5,2,1,6,2,0
4507,2017,572,18,16,8,8,5,2,1,6,2,0
5491,2018,572,18,16,9,7,6,2,1,5,2,0
6475,2019,572,18,16,11,5,7,3,1,4,1,0
7459,2020,572,18,16,12,4,8,3,1,3,1,0
572,2013,573,8,6,3,3,1,1,1,2,1,0
1556,2014,573,8,6,3,3,1,1,1,2,1,0
2540,2015,573,8,6,3,3,1,1,1,2,1,0
3524,2016,573,8,6,3,3,1,1,1,2,1,0
4508,2017,573,8,6,3,3,1,1,1,2,1,0
5492,2018,573,8,6,3,3,1,1,1,2,1,0
6476,2019,573,8,6,3,3,1,1,1,2,1,0
7460,2020,573,8,6,4,2,2,1,1,1,1,0
573,2013,574,13,5,2,3,2,0,0,1,1,1
1557,2014,574,13,5,2,3,2,0,0,1,1,1
2541,2015,574,13,5,2,3,2,0,0,1,1,1
3525,2016,574,13,5,2,3,2,0,0,1,1,1
4509,2017,574,13,5,2,3,2,0,0,1,1,1
5493,2018,574,13,5,3,2,2,1,0,1,0,1
6477,2019,574,13,5,3,2,2,1,0,1,0,1
7461,2020,574,13,5,3,2,2,1,0,1,0,1
574,2013,575,7,7,1,6,1,0,0,4,2,0
1558,2014,575,7,7,1,6,1,0,0,4,2,0
2542,2015,575,7,7,2,5,1,1,0,4,1,0
3526,2016,575,7,7,2,5,1,1,0,4,1,0
4510,2017,575,7,7,2,5,1,1,0,4,1,0
5494,2018,575,7,7,2,5,1,1,0,4,1,0
6478,2019,575,7,7,2,5,1,1,0,4,1,0
7462,2020,575,7,7,2,5,1,1,0,4,1,0
575,2013,576,9,4,2,2,1,1,0,2,0,0
1559,2014,576,9,4,2,2,1,1,0,2,0,0
2543,2015,576,9,4,3,1,2,1,0,1,0,0
3527,2016,576,9,4,3,1,2,1,0,1,0,0
4511,2017,576,9,4,3,1,2,1,0,1,0,0
5495,2018,576,9,4,3,1,2,1,0,1,0,0
6479,2019,576,9,4,4,0,3,1,0,0,0,0
7463,2020,576,9,4,4,0,3,1,0,0,0,0
576,2013,577,19,18,3,15,1,1,1,10,4,1
1560,2014,577,19,18,3,15,1,1,1,10,4,1
2544,2015,577,19,18,3,15,1,1,1,10,4,1
3528,2016,577,19,18,3,15,1,1,1,10,4,1
4512,2017,577,19,18,3,15,1,1,1,10,4,1
5496,2018,577,19,18,3,15,1,1,1,10,4,1
6480,2019,577,19,18,3,15,1,1,1,10,4,1
7464,2020,577,19,18,4,14,1,2,1,10,3,1
577,2013,578,26,16,1,15,1,0,0,9,5,1
1561,2014,578,26,16,1,15,1,0,0,9,5,1
2545,2015,578,26,16,1,15,1,0,0,9,5,1
3529,2016,578,26,16,1,15,1,0,0,9,5,1
4513,2017,578,26,16,2,14,1,1,0,9,4,1
5497,2018,578,26,16,2,14,1,1,0,9,4,1
6481,2019,578,26,16,2,14,1,1,0,9,4,1
7465,2020,578,26,16,2,14,1,1,0,9,4,1
578,2013,579,32,20,4,16,2,1,1,11,5,0
1562,2014,579,32,20,4,16,2,1,1,11,5,0
2546,2015,579,32,20,5,15,2,2,1,11,4,0
3530,2016,579,32,20,6,14,3,2,1,10,4,0
4514,2017,579,32,20,7,13,3,3,1,10,3,0
5498,2018,579,32,20,8,12,3,4,1,10,2,0
6482,2019,579,32,20,9,11,4,4,1,9,2,0
7466,2020,579,32,20,9,11,4,4,1,9,2,0
579,2013,580,43,21,7,14,5,1,1,9,5,0
1563,2014,580,43,21,8,13,6,1,1,8,5,0
2547,2015,580,43,21,8,13,6,1,1,8,5,0
3531,2016,580,43,21,9,12,7,1,1,7,5,0
4515,2017,580,43,21,11,10,9,1,1,5,5,0
5499,2018,580,43,21,11,10,9,1,1,5,5,0
6483,2019,580,43,21,13,8,10,2,1,4,4,0
7467,2020,580,43,21,16,5,13,2,1,1,4,0
580,2013,581,18,16,4,12,2,2,0,8,3,1
1564,2014,581,18,16,4,12,2,2,0,8,3,1
2548,2015,581,18,16,5,11,2,3,0,8,2,1
3532,2016,581,18,16,6,10,3,3,0,7,2,1
4516,2017,581,18,16,6,10,3,3,0,7,2,1
5500,2018,581,18,16,6,10,3,3,0,7,2,1
6484,2019,581,18,16,6,10,3,3,0,7,2,1
7468,2020,581,18,16,7,9,3,4,0,7,1,1
581,2013,582,5,4,2,2,1,1,0,2,0,0
1565,2014,582,5,4,2,2,1,1,0,2,0,0
2549,2015,582,5,4,2,2,1,1,0,2,0,0
3533,2016,582,5,4,3,1,2,1,0,1,0,0
4517,2017,582,5,4,3,1,2,1,0,1,0,0
5501,2018,582,5,4,4,0,3,1,0,0,0,0
6485,2019,582,5,4,4,0,3,1,0,0,0,0
7469,2020,582,5,4,4,0,3,1,0,0,0,0
582,2013,583,12,4,2,2,2,0,0,1,1,0
1566,2014,583,12,4,2,2,2,0,0,1,1,0
2550,2015,583,12,4,3,1,2,1,0,1,0,0
3534,2016,583,12,4,3,1,2,1,0,1,0,0
4518,2017,583,12,4,3,1,2,1,0,1,0,0
5502,2018,583,12,4,4,0,3,1,0,0,0,0
6486,2019,583,12,4,4,0,3,1,0,0,0,0
7470,2020,583,12,4,4,0,3,1,0,0,0,0
583,2013,584,21,16,8,8,5,2,1,6,2,0
1567,2014,584,21,16,9,7,5,3,1,6,1,0
2551,2015,584,21,16,11,5,7,3,1,4,1,0
3535,2016,584,21,16,13,3,9,3,1,2,1,0
4519,2017,584,21,16,13,3,9,3,1,2,1,0
5503,2018,584,21,16,16,0,11,4,1,0,0,0
6487,2019,584,21,16,16,0,11,4,1,0,0,0
7471,2020,584,21,16,16,0,11,4,1,0,0,0
584,2013,585,49,28,8,20,6,1,1,13,6,1
1568,2014,585,49,28,9,19,7,1,1,12,6,1
2552,2015,585,49,28,10,18,7,2,1,12,5,1
3536,2016,585,49,28,12,16,7,4,1,12,3,1
4520,2017,585,49,28,13,15,7,5,1,12,2,1
5504,2018,585,49,28,14,14,8,5,1,11,2,1
6488,2019,585,49,28,16,12,9,6,1,10,1,1
7472,2020,585,49,28,19,9,11,7,1,8,0,1
585,2013,586,12,8,4,4,2,1,1,1,2,1
1569,2014,586,12,8,5,3,2,2,1,1,1,1
2553,2015,586,12,8,5,3,2,2,1,1,1,1
3537,2016,586,12,8,6,2,3,2,1,0,1,1
4521,2017,586,12,8,6,2,3,2,1,0,1,1
5505,2018,586,12,8,7,1,3,3,1,0,0,1
6489,2019,586,12,8,8,0,3,3,2,0,0,0
7473,2020,586,12,8,8,0,3,3,2,0,0,0
586,2013,587,12,4,1,3,0,1,0,2,1,0
1570,2014,587,12,4,1,3,0,1,0,2,1,0
2554,2015,587,12,4,1,3,0,1,0,2,1,0
3538,2016,587,12,4,1,3,0,1,0,2,1,0
4522,2017,587,12,4,1,3,0,1,0,2,1,0
5506,2018,587,12,4,1,3,0,1,0,2,1,0
6490,2019,587,12,4,1,3,0,1,0,2,1,0
7474,2020,587,12,4,1,3,0,1,0,2,1,0
587,2013,588,5,3,1,2,1,0,0,2,0,0
1571,2014,588,5,3,2,1,2,0,0,1,0,0
2555,2015,588,5,3,2,1,2,0,0,1,0,0
3539,2016,588,5,3,2,1,2,0,0,1,0,0
4523,2017,588,5,3,2,1,2,0,0,1,0,0
5507,2018,588,5,3,2,1,2,0,0,1,0,0
6491,2019,588,5,3,2,1,2,0,0,1,0,0
7475,2020,588,5,3,2,1,2,0,0,1,0,0
588,2013,589,25,21,10,11,7,3,0,8,2,1
1572,2014,589,25,21,13,8,10,3,0,5,2,1
2556,2015,589,25,21,13,8,10,3,0,5,2,1
3540,2016,589,25,21,14,7,10,4,0,5,1,1
4524,2017,589,25,21,15,6,10,5,0,5,0,1
5508,2018,589,25,21,18,3,13,5,0,2,0,1
6492,2019,589,25,21,21,0,15,5,1,0,0,0
7476,2020,589,25,21,21,0,15,5,1,0,0,0
589,2013,590,14,11,2,9,2,0,0,6,2,1
1573,2014,590,14,11,2,9,2,0,0,6,2,1
2557,2015,590,14,11,2,9,2,0,0,6,2,1
3541,2016,590,14,11,2,9,2,0,0,6,2,1
4525,2017,590,14,11,3,8,3,0,0,5,2,1
5509,2018,590,14,11,3,8,3,0,0,5,2,1
6493,2019,590,14,11,3,8,3,0,0,5,2,1
7477,2020,590,14,11,3,8,3,0,0,5,2,1
590,2013,591,37,28,13,15,10,2,1,10,5,0
1574,2014,591,37,28,15,13,12,2,1,8,5,0
2558,2015,591,37,28,16,12,13,2,1,7,5,0
3542,2016,591,37,28,19,9,16,2,1,4,5,0
4526,2017,591,37,28,23,5,20,2,1,0,5,0
5510,2018,591,37,28,23,5,20,2,1,0,5,0
6494,2019,591,37,28,23,5,20,2,1,0,5,0
7478,2020,591,37,28,27,1,20,6,1,0,1,0
591,2013,592,36,32,7,25,4,2,1,16,8,1
1575,2014,592,36,32,8,24,5,2,1,15,8,1
2559,2015,592,36,32,8,24,5,2,1,15,8,1
3543,2016,592,36,32,9,23,6,2,1,14,8,1
4527,2017,592,36,32,10,22,6,3,1,14,7,1
5511,2018,592,36,32,11,21,7,3,1,13,7,1
6495,2019,592,36,32,11,21,7,3,1,13,7,1
7479,2020,592,36,32,13,19,8,4,1,12,6,1
592,2013,593,25,19,2,17,2,0,0,10,6,1
1576,2014,593,25,19,2,17,2,0,0,10,6,1
2560,2015,593,25,19,2,17,2,0,0,10,6,1
3544,2016,593,25,19,3,16,3,0,0,9,6,1
4528,2017,593,25,19,3,16,3,0,0,9,6,1
5512,2018,593,25,19,3,16,3,0,0,9,6,1
6496,2019,593,25,19,4,15,3,1,0,9,5,1
7480,2020,593,25,19,4,15,3,1,0,9,5,1
593,2013,594,26,19,4,15,2,2,0,9,5,1
1577,2014,594,26,19,5,14,2,3,0,9,4,1
2561,2015,594,26,19,5,14,2,3,0,9,4,1
3545,2016,594,26,19,5,14,2,3,0,9,4,1
4529,2017,594,26,19,6,13,3,3,0,8,4,1
5513,2018,594,26,19,7,12,3,4,0,8,3,1
6497,2019,594,26,19,8,11,4,4,0,7,3,1
7481,2020,594,26,19,9,10,4,4,1,7,3,0
594,2013,595,31,15,7,8,2,4,1,5,3,0
1578,2014,595,31,15,7,8,2,4,1,5,3,0
2562,2015,595,31,15,9,6,4,4,1,3,3,0
3546,2016,595,31,15,11,4,4,6,1,3,1,0
4530,2017,595,31,15,12,3,5,6,1,2,1,0
5514,2018,595,31,15,13,2,6,6,1,1,1,0
6498,2019,595,31,15,14,1,6,7,1,1,0,0
7482,2020,595,31,15,14,1,6,7,1,1,0,0
595,2013,596,34,13,5,8,2,3,0,4,3,1
1579,2014,596,34,13,5,8,2,3,0,4,3,1
2563,2015,596,34,13,5,8,2,3,0,4,3,1
3547,2016,596,34,13,6,7,3,3,0,3,3,1
4531,2017,596,34,13,7,6,3,4,0,3,2,1
5515,2018,596,34,13,8,5,3,5,0,3,1,1
6499,2019,596,34,13,9,4,3,6,0,3,0,1
7483,2020,596,34,13,10,3,4,6,0,2,0,1
596,2013,597,6,5,1,4,1,0,0,3,1,0
1580,2014,597,6,5,1,4,1,0,0,3,1,0
2564,2015,597,6,5,1,4,1,0,0,3,1,0
3548,2016,597,6,5,1,4,1,0,0,3,1,0
4532,2017,597,6,5,1,4,1,0,0,3,1,0
5516,2018,597,6,5,1,4,1,0,0,3,1,0
6500,2019,597,6,5,1,4,1,0,0,3,1,0
7484,2020,597,6,5,1,4,1,0,0,3,1,0
597,2013,598,34,32,13,19,4,7,2,12,6,1
1581,2014,598,34,32,16,16,7,7,2,9,6,1
2565,2015,598,34,32,18,14,8,8,2,8,5,1
3549,2016,598,34,32,22,10,10,10,2,6,3,1
4533,2017,598,34,32,27,5,15,10,2,1,3,1
5517,2018,598,34,32,27,5,15,10,2,1,3,1
6501,2019,598,34,32,29,3,15,12,2,1,1,1
7485,2020,598,34,32,31,1,16,13,2,0,0,1
598,2013,599,42,17,4,13,1,2,1,9,4,0
1582,2014,599,42,17,4,13,1,2,1,9,4,0
2566,2015,599,42,17,5,12,1,3,1,9,3,0
3550,2016,599,42,17,5,12,1,3,1,9,3,0
4534,2017,599,42,17,5,12,1,3,1,9,3,0
5518,2018,599,42,17,6,11,2,3,1,8,3,0
6502,2019,599,42,17,8,9,4,3,1,6,3,0
7486,2020,599,42,17,9,8,4,4,1,6,2,0
599,2013,600,8,8,1,7,0,1,0,5,1,1
1583,2014,600,8,8,1,7,0,1,0,5,1,1
2567,2015,600,8,8,1,7,0,1,0,5,1,1
3551,2016,600,8,8,1,7,0,1,0,5,1,1
4535,2017,600,8,8,1,7,0,1,0,5,1,1
