,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
3778,459,2019,Art,15,5,QCU,9,4,3,1,2.25,75.0,3,6,35.37,Difficile,Difficile,Difficile / Difficile
4608,459,2020,Art,15,5,QCU,11,7,6,1,1.57,85.71,6,5,57.55,Difficile,Difficile,Difficile / Difficile
459,460,2015,Art,15,6,QROC,48,38,29,9,1.26,76.32,29,19,60.19,Trop Facile,Adapte,Trop Facile / Adapte
1289,460,2016,Art,15,6,QROC,55,35,33,2,1.57,94.29,33,22,60.45,Adapte,Adapte,Adapte / Adapte
2119,460,2017,Art,15,6,QROC,59,44,42,2,1.34,95.45,42,17,71.62,Adapte,Adapte,Adapte / Adapte
2949,460,2018,Art,15,6,QROC,61,57,40,17,1.07,70.18,40,21,66.19,Adapte,Adapte,Adapte / Adapte
3779,460,2019,Art,15,6,QROC,67,49,46,3,1.37,93.88,46,21,68.95,Adapte,Adapte,Adapte / Adapte
4609,460,2020,Art,15,6,QROC,67,49,45,4,1.37,91.84,45,22,67.49,Adapte,Adapte,Adapte / Adapte
460,461,2015,Art,15,7,QCM,43,31,27,4,1.39,87.1,27,16,62.18,Adapte,Adapte,Adapte / Adapte
1290,461,2016,Art,15,7,QCM,45,32,29,3,1.41,90.62,29,16,63.86,Adapte,Adapte,Adapte / Adapte
2120,461,2017,Art,15,7,QCM,43,40,26,14,1.07,65.0,26,17,61.0,Adapte,Adapte,Adapte / Adapte
2950,461,2018,Art,15,7,QCM,38,34,26,8,1.12,76.47,26,12,69.71,Adapte,Adapte,Adapte / Adapte
3780,461,2019,Art,15,7,QCM,46,44,32,12,1.05,72.73,32,14,70.27,Adapte,Adapte,Adapte / Adapte
4610,461,2020,Art,15,7,QCM,45,42,30,12,1.07,71.43,30,15,67.53,Adapte,Adapte,Adapte / Adapte
461,462,2015,Art,15,8,QCU,8,8,5,3,1.0,62.5,5,3,65.2,Adapte,Adapte,Adapte / Adapte
1291,462,2016,Art,15,8,QCU,6,5,4,1,1.2,80.0,4,2,63.96,Adapte,Adapte,Adapte / Adapte
2121,462,2017,Art,15,8,QCU,5,4,3,1,1.25,75.0,3,2,68.93,Adapte,Adapte,Adapte / Adapte
2951,462,2018,Art,15,8,QCU,4,3,2,1,1.33,66.67,2,2,61.91,Adapte,Adapte,Adapte / Adapte
3781,462,2019,Art,15,8,QCU,5,4,3,1,1.25,75.0,3,2,61.2,Adapte,Adapte,Adapte / Adapte
4611,462,2020,Art,15,8,QCU,6,5,4,1,1.2,80.0,4,2,62.04,Adapte,Adapte,Adapte / Adapte
462,463,2015,Art,16,1,QCU,42,28,26,2,1.5,92.86,26,16,62.16,Difficile,Adapte,Difficile / Adapte
1292,463,2016,Art,16,1,QCU,37,32,22,10,1.16,68.75,22,15,60.67,Adapte,Adapte,Adapte / Adapte
2122,463,2017,Art,16,1,QCU,43,39,29,10,1.1,74.36,29,14,66.85,Adapte,Adapte,Adapte / Adapte
2952,463,2018,Art,16,1,QCU,49,43,35,8,1.14,81.4,35,14,72.14,Adapte,Adapte,Adapte / Adapte
3782,463,2019,Art,16,1,QCU,57,40,40,0,1.43,100.0,40,17,69.43,Adapte,Adapte,Adapte / Adapte
4612,463,2020,Art,16,1,QCU,55,44,41,3,1.25,93.18,41,14,73.67,Adapte,Adapte,Adapte / Adapte
463,464,2015,Art,16,2,QCU,100,99,99,0,1.01,100.0,99,1,99.25,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1293,464,2016,Art,16,2,QCU,89,76,48,28,1.17,63.16,48,41,53.49,Difficile,Difficile,Difficile / Difficile
2123,464,2017,Art,16,2,QCU,80,47,20,27,1.7,42.55,20,60,25.05,Difficile,Difficile,Difficile / Difficile
2953,464,2018,Art,16,2,QCU,89,87,71,16,1.02,81.61,71,18,80.06,Difficile,Facile,Difficile / Facile
3783,464,2019,Art,16,2,QCU,86,40,26,14,2.15,65.0,26,60,30.79,Difficile,Difficile,Difficile / Difficile
4613,464,2020,Art,16,2,QCU,74,69,33,36,1.07,47.83,33,41,44.24,Difficile,Difficile,Difficile / Difficile
464,465,2015,Art,17,1,QCU,40,15,5,10,2.67,33.33,5,35,12.38,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1294,465,2016,Art,17,1,QCU,33,26,24,2,1.27,92.31,24,9,72.86,Difficile,Adapte,Difficile / Adapte
2124,465,2017,Art,17,1,QCU,37,32,27,5,1.16,84.38,27,10,73.15,Adapte,Adapte,Adapte / Adapte
2954,465,2018,Art,17,1,QCU,43,30,27,3,1.43,90.0,27,16,62.05,Adapte,Adapte,Adapte / Adapte
3784,465,2019,Art,17,1,QCU,42,40,31,9,1.05,77.5,31,11,73.2,Adapte,Adapte,Adapte / Adapte
4614,465,2020,Art,17,1,QCU,45,38,33,5,1.18,86.84,33,12,72.3,Adapte,Adapte,Adapte / Adapte
465,466,2015,Droit,1,1,QCM,21,7,2,5,3.0,28.57,2,19,7.43,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1295,466,2016,Droit,1,1,QCM,23,19,10,9,1.21,52.63,10,13,41.32,Difficile,Difficile,Difficile / Difficile
2125,466,2017,Droit,1,1,QCM,22,8,8,0,2.75,100.0,8,14,34.43,Difficile,Difficile,Difficile / Difficile
2955,466,2018,Droit,1,1,QCM,24,16,12,4,1.5,75.0,12,12,51.81,Difficile,Difficile,Difficile / Difficile
3785,466,2019,Droit,1,1,QCM,23,14,6,8,1.64,42.86,6,17,26.54,Difficile,Difficile,Difficile / Difficile
4615,466,2020,Droit,1,1,QCM,24,15,10,5,1.6,66.67,10,14,41.52,Difficile,Difficile,Difficile / Difficile
466,467,2015,Droit,1,2,QCM,66,63,56,7,1.05,88.89,56,10,84.92,Facile,Facile,Facile / Facile
1296,467,2016,Droit,1,2,QCM,69,33,30,3,2.09,90.91,30,39,43.41,Difficile,Difficile,Difficile / Difficile
2126,467,2017,Droit,1,2,QCM,69,55,50,5,1.25,90.91,50,19,73.07,Difficile,Adapte,Difficile / Adapte
2956,467,2018,Droit,1,2,QCM,82,72,52,20,1.14,72.22,52,30,63.72,Adapte,Adapte,Adapte / Adapte
3786,467,2019,Droit,1,2,QCM,73,73,52,21,1.0,71.23,52,21,71.14,Adapte,Adapte,Adapte / Adapte
4616,467,2020,Droit,1,2,QCM,66,61,45,16,1.08,73.77,45,21,67.54,Adapte,Adapte,Adapte / Adapte
467,468,2015,Droit,1,3,QCU,23,22,22,0,1.05,100.0,22,1,96.06,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1297,468,2016,Droit,1,3,QCU,28,26,20,6,1.08,76.92,20,8,70.69,Difficile,Adapte,Difficile / Adapte
2127,468,2017,Droit,1,3,QCU,26,24,18,6,1.08,75.0,18,8,69.72,Adapte,Adapte,Adapte / Adapte
2957,468,2018,Droit,1,3,QCU,21,15,15,0,1.4,100.0,15,6,70.86,Adapte,Adapte,Adapte / Adapte
3787,468,2019,Droit,1,3,QCU,19,15,13,2,1.27,86.67,13,6,66.86,Adapte,Adapte,Adapte / Adapte
4617,468,2020,Droit,1,3,QCU,20,16,15,1,1.25,93.75,15,5,72.59,Adapte,Adapte,Adapte / Adapte
468,469,2015,Droit,1,4,QROC,32,22,4,18,1.45,18.18,4,28,12.31,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1298,469,2016,Droit,1,4,QROC,30,24,14,10,1.25,58.33,14,16,47.06,Difficile,Difficile,Difficile / Difficile
2128,469,2017,Droit,1,4,QROC,34,29,16,13,1.17,55.17,16,18,46.16,Difficile,Difficile,Difficile / Difficile
2958,469,2018,Droit,1,4,QROC,34,29,19,10,1.17,65.52,19,15,54.46,Difficile,Difficile,Difficile / Difficile
3788,469,2019,Droit,1,4,QROC,29,28,23,5,1.04,82.14,23,6,77.83,Difficile,Facile,Difficile / Facile
4618,469,2020,Droit,1,4,QROC,33,15,13,2,2.2,86.67,13,20,40.29,Difficile,Difficile,Difficile / Difficile
469,470,2015,Droit,1,5,QCU,17,17,11,6,1.0,64.71,11,6,66.63,Difficile,Adapte,Difficile / Adapte
1299,470,2016,Droit,1,5,QCU,15,15,10,5,1.0,66.67,10,5,67.83,Adapte,Adapte,Adapte / Adapte
2129,470,2017,Droit,1,5,QCU,14,11,8,3,1.27,72.73,8,6,60.49,Adapte,Adapte,Adapte / Adapte
2959,470,2018,Droit,1,5,QCU,14,12,8,4,1.17,66.67,8,6,60.13,Adapte,Adapte,Adapte / Adapte
3789,470,2019,Droit,1,5,QCU,15,12,11,1,1.25,91.67,11,4,70.45,Adapte,Adapte,Adapte / Adapte
4619,470,2020,Droit,1,5,QCU,16,15,12,3,1.07,80.0,12,4,72.39,Adapte,Adapte,Adapte / Adapte
470,471,2015,Droit,1,6,QCU,30,17,3,14,1.76,17.65,3,27,11.11,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1300,471,2016,Droit,1,6,QCU,24,21,13,8,1.14,61.9,13,11,54.7,Difficile,Difficile,Difficile / Difficile
2130,471,2017,Droit,1,6,QCU,21,20,8,12,1.05,40.0,8,13,39.69,Difficile,Difficile,Difficile / Difficile
2960,471,2018,Droit,1,6,QCU,19,14,8,6,1.36,57.14,8,11,43.21,Difficile,Difficile,Difficile / Difficile
3790,471,2019,Droit,1,6,QCU,23,21,20,1,1.1,95.24,20,3,86.22,Difficile,Trop Facile,Difficile / Trop Facile
4620,471,2020,Droit,1,6,QCU,21,17,12,5,1.24,70.59,12,9,56.42,Difficile,Difficile,Difficile / Difficile
471,472,2015,Droit,1,7,QCU,49,23,8,15,2.13,34.78,8,41,16.08,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1301,472,2016,Droit,1,7,QCU,50,28,9,19,1.79,32.14,9,41,18.68,Difficile,Trop Difficile,Difficile / Trop Difficile
2131,472,2017,Droit,1,7,QCU,54,20,19,1,2.7,95.0,19,35,34.74,Difficile,Difficile,Difficile / Difficile
2961,472,2018,Droit,1,7,QCU,65,45,28,17,1.44,62.22,28,37,43.82,Difficile,Difficile,Difficile / Difficile
3791,472,2019,Droit,1,7,QCU,74,73,71,2,1.01,97.26,71,3,96.15,Difficile,Trop Facile,Difficile / Trop Facile
4621,472,2020,Droit,1,7,QCU,87,56,23,33,1.55,41.07,23,64,26.09,Difficile,Difficile,Difficile / Difficile
472,473,2015,Droit,1,8,QCU,89,81,59,22,1.1,72.84,59,30,65.79,Adapte,Adapte,Adapte / Adapte
1302,473,2016,Droit,1,8,QCU,77,56,47,9,1.38,83.93,47,30,61.45,Adapte,Adapte,Adapte / Adapte
2132,473,2017,Droit,1,8,QCU,81,73,49,24,1.11,67.12,49,32,60.13,Adapte,Adapte,Adapte / Adapte
2962,473,2018,Droit,1,8,QCU,78,67,49,18,1.16,73.13,49,29,62.57,Adapte,Adapte,Adapte / Adapte
3792,473,2019,Droit,1,8,QCU,73,53,53,0,1.38,100.0,53,20,72.66,Adapte,Adapte,Adapte / Adapte
4622,473,2020,Droit,1,8,QCU,87,73,61,12,1.19,83.56,61,26,69.79,Adapte,Adapte,Adapte / Adapte
473,474,2015,Droit,1,9,QCM,96,74,68,6,1.3,91.89,68,28,71.06,Adapte,Adapte,Adapte / Adapte
1303,474,2016,Droit,1,9,QCM,101,86,72,14,1.17,83.72,72,29,71.5,Adapte,Adapte,Adapte / Adapte
2133,474,2017,Droit,1,9,QCM,86,74,57,17,1.16,77.03,57,29,66.05,Adapte,Adapte,Adapte / Adapte
2963,474,2018,Droit,1,9,QCM,88,68,63,5,1.29,92.65,63,25,71.17,Adapte,Adapte,Adapte / Adapte
3793,474,2019,Droit,1,9,QCM,101,87,61,26,1.16,70.11,61,40,60.67,Adapte,Adapte,Adapte / Adapte
4623,474,2020,Droit,1,9,QCM,104,103,72,31,1.01,69.9,72,32,69.19,Adapte,Adapte,Adapte / Adapte
474,475,2015,Droit,2,1,QROC,48,45,43,2,1.07,95.56,43,5,89.07,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
1304,475,2016,Droit,2,1,QROC,46,43,28,15,1.07,65.12,28,18,60.12,Difficile,Adapte,Difficile / Adapte
2134,475,2017,Droit,2,1,QROC,48,48,31,17,1.0,64.58,31,17,64.14,Adapte,Adapte,Adapte / Adapte
2964,475,2018,Droit,2,1,QROC,44,42,30,12,1.05,71.43,30,14,67.14,Adapte,Adapte,Adapte / Adapte
3794,475,2019,Droit,2,1,QROC,47,41,30,11,1.15,73.17,30,17,62.97,Adapte,Adapte,Adapte / Adapte
4624,475,2020,Droit,2,1,QROC,46,35,34,1,1.31,97.14,34,12,74.53,Adapte,Adapte,Adapte / Adapte
475,476,2015,Droit,2,2,QCM,68,33,7,26,2.06,21.21,7,61,10.48,Difficile,Trop Difficile,Difficile / Trop Difficile
1305,476,2016,Droit,2,2,QCM,54,30,17,13,1.8,56.67,17,37,31.05,Difficile,Difficile,Difficile / Difficile
2135,476,2017,Droit,2,2,QCM,63,31,27,4,2.03,87.1,27,36,42.49,Difficile,Difficile,Difficile / Difficile
2965,476,2018,Droit,2,2,QCM,76,65,61,4,1.17,93.85,61,15,80.92,Difficile,Facile,Difficile / Facile
3795,476,2019,Droit,2,2,QCM,91,81,36,45,1.12,44.44,36,55,39.31,Difficile,Difficile,Difficile / Difficile
4625,476,2020,Droit,2,2,QCM,106,90,56,34,1.18,62.22,56,50,52.91,Difficile,Difficile,Difficile / Difficile
476,477,2015,Droit,2,3,QCU,37,32,22,10,1.16,68.75,22,15,58.88,Difficile,Difficile,Difficile / Difficile
1306,477,2016,Droit,2,3,QCU,34,19,16,3,1.79,84.21,16,18,47.9,Difficile,Difficile,Difficile / Difficile
2136,477,2017,Droit,2,3,QCU,32,32,32,0,1.0,100.0,32,0,99.93,Difficile,Trop Facile,Difficile / Trop Facile
2966,477,2018,Droit,2,3,QCU,35,20,9,11,1.75,45.0,9,26,27.12,Difficile,Difficile,Difficile / Difficile
3796,477,2019,Droit,2,3,QCU,39,24,18,6,1.62,75.0,18,21,46.75,Difficile,Difficile,Difficile / Difficile
4626,477,2020,Droit,2,3,QCU,46,43,27,16,1.07,62.79,27,19,58.14,Difficile,Difficile,Difficile / Difficile
477,478,2015,Droit,2,4,QCU,99,84,77,7,1.18,91.67,77,22,77.83,Difficile,Facile,Difficile / Facile
1307,478,2016,Droit,2,4,QCU,81,55,39,16,1.47,70.91,39,42,47.94,Difficile,Difficile,Difficile / Difficile
2137,478,2017,Droit,2,4,QCU,77,41,39,2,1.88,95.12,39,38,50.95,Difficile,Difficile,Difficile / Difficile
2967,478,2018,Droit,2,4,QCU,88,85,63,22,1.04,74.12,63,25,71.28,Difficile,Adapte,Difficile / Adapte
3797,478,2019,Droit,2,4,QCU,73,59,45,14,1.24,76.27,45,28,61.75,Adapte,Adapte,Adapte / Adapte
4627,478,2020,Droit,2,4,QCU,58,43,38,5,1.35,88.37,38,20,64.77,Adapte,Adapte,Adapte / Adapte
478,479,2015,Droit,2,5,QROC,82,81,73,8,1.01,90.12,73,9,88.54,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1308,479,2016,Droit,2,5,QROC,86,80,77,3,1.07,96.25,77,9,89.79,Difficile,Trop Facile,Difficile / Trop Facile
2138,479,2017,Droit,2,5,QROC,73,61,38,23,1.2,62.3,38,35,52.04,Difficile,Difficile,Difficile / Difficile
2968,479,2018,Droit,2,5,QROC,75,66,31,35,1.14,46.97,31,44,41.5,Difficile,Difficile,Difficile / Difficile
3798,479,2019,Droit,2,5,QROC,87,38,12,26,2.29,31.58,12,75,14.06,Difficile,Trop Difficile,Difficile / Trop Difficile
4628,479,2020,Droit,2,5,QROC,90,76,53,23,1.18,69.74,53,37,58.89,Difficile,Difficile,Difficile / Difficile
479,480,2015,Droit,2,6,QO,13,10,9,1,1.3,90.0,9,4,70.74,Trop Difficile,Adapte,Trop Difficile / Adapte
1309,480,2016,Droit,2,6,QO,14,14,9,5,1.0,64.29,9,5,64.22,Adapte,Adapte,Adapte / Adapte
2139,480,2017,Droit,2,6,QO,14,11,9,2,1.27,81.82,9,5,62.03,Adapte,Adapte,Adapte / Adapte
2969,480,2018,Droit,2,6,QO,11,7,7,0,1.57,100.0,7,4,67.78,Adapte,Adapte,Adapte / Adapte
3799,480,2019,Droit,2,6,QO,12,9,8,1,1.33,88.89,8,4,64.19,Adapte,Adapte,Adapte / Adapte
4629,480,2020,Droit,2,6,QO,11,8,7,1,1.38,87.5,7,4,67.18,Adapte,Adapte,Adapte / Adapte
480,481,2015,Droit,3,1,QCU,77,48,8,40,1.6,16.67,8,69,10.05,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1310,481,2016,Droit,3,1,QCU,68,39,32,7,1.74,82.05,32,36,46.52,Difficile,Difficile,Difficile / Difficile
2140,481,2017,Droit,3,1,QCU,72,71,24,47,1.01,33.8,24,48,32.64,Difficile,Difficile,Difficile / Difficile
2970,481,2018,Droit,3,1,QCU,72,71,20,51,1.01,28.17,20,52,28.31,Difficile,Difficile,Difficile / Difficile
3800,481,2019,Droit,3,1,QCU,60,43,33,10,1.4,76.74,33,27,55.47,Difficile,Difficile,Difficile / Difficile
4630,481,2020,Droit,3,1,QCU,69,48,30,18,1.44,62.5,30,39,43.1,Difficile,Difficile,Difficile / Difficile
481,482,2015,Droit,3,2,QCM,21,18,17,1,1.17,94.44,17,4,78.96,Facile,Facile,Facile / Facile
1311,482,2016,Droit,3,2,QCM,24,20,20,0,1.2,100.0,20,4,83.31,Difficile,Facile,Difficile / Facile
2141,482,2017,Droit,3,2,QCM,19,18,6,12,1.06,33.33,6,13,33.96,Difficile,Difficile,Difficile / Difficile
2971,482,2018,Droit,3,2,QCM,21,20,15,5,1.05,75.0,15,6,71.46,Difficile,Adapte,Difficile / Adapte
3801,482,2019,Droit,3,2,QCM,22,16,14,2,1.38,87.5,14,8,63.62,Adapte,Adapte,Adapte / Adapte
4631,482,2020,Droit,3,2,QCM,20,19,13,6,1.05,68.42,13,7,63.5,Adapte,Adapte,Adapte / Adapte
482,483,2015,Droit,3,3,QCU,24,19,9,10,1.26,47.37,9,15,35.68,Difficile,Difficile,Difficile / Difficile
1312,483,2016,Droit,3,3,QCU,23,17,17,0,1.35,100.0,17,6,73.89,Difficile,Adapte,Difficile / Adapte
2142,483,2017,Droit,3,3,QCU,22,16,14,2,1.38,87.5,14,8,63.02,Adapte,Adapte,Adapte / Adapte
2972,483,2018,Droit,3,3,QCU,23,21,17,4,1.1,80.95,17,6,73.21,Adapte,Adapte,Adapte / Adapte
3802,483,2019,Droit,3,3,QCU,27,18,18,0,1.5,100.0,18,9,65.58,Adapte,Adapte,Adapte / Adapte
4632,483,2020,Droit,3,3,QCU,32,30,23,7,1.07,76.67,23,9,70.75,Adapte,Adapte,Adapte / Adapte
483,484,2015,Droit,3,4,QROC,59,57,48,9,1.04,84.21,48,11,80.92,Facile,Facile,Facile / Facile
1313,484,2016,Droit,3,4,QROC,70,70,70,0,1.0,100.0,70,0,99.82,Difficile,Trop Facile,Difficile / Trop Facile
2143,484,2017,Droit,3,4,QROC,83,55,21,34,1.51,38.18,21,62,25.15,Difficile,Difficile,Difficile / Difficile
2973,484,2018,Droit,3,4,QROC,69,58,35,23,1.19,60.34,35,34,50.74,Difficile,Difficile,Difficile / Difficile
3803,484,2019,Droit,3,4,QROC,83,81,31,50,1.02,38.27,31,52,37.15,Difficile,Difficile,Difficile / Difficile
4633,484,2020,Droit,3,4,QROC,70,49,25,24,1.43,51.02,25,45,35.57,Difficile,Difficile,Difficile / Difficile
484,485,2015,Droit,3,5,QCU,95,93,88,5,1.02,94.62,88,7,92.98,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1314,485,2016,Droit,3,5,QCU,96,85,84,1,1.13,98.82,84,12,87.65,Difficile,Trop Facile,Difficile / Trop Facile
2144,485,2017,Droit,3,5,QCU,88,68,46,22,1.29,67.65,46,42,51.9,Difficile,Difficile,Difficile / Difficile
2974,485,2018,Droit,3,5,QCU,95,78,65,13,1.22,83.33,65,30,68.51,Difficile,Adapte,Difficile / Adapte
3804,485,2019,Droit,3,5,QCU,87,83,59,24,1.05,71.08,59,28,67.57,Adapte,Adapte,Adapte / Adapte
4634,485,2020,Droit,3,5,QCU,90,71,63,8,1.27,88.73,63,27,70.11,Adapte,Adapte,Adapte / Adapte
485,486,2015,Droit,3,6,QCU,11,9,7,2,1.22,77.78,7,4,68.06,Adapte,Adapte,Adapte / Adapte
1315,486,2016,Droit,3,6,QCU,9,7,6,1,1.29,85.71,6,3,68.54,Adapte,Adapte,Adapte / Adapte
2145,486,2017,Droit,3,6,QCU,11,10,8,2,1.1,80.0,8,3,74.55,Adapte,Adapte,Adapte / Adapte
2975,486,2018,Droit,3,6,QCU,13,11,9,2,1.18,81.82,9,4,71.82,Adapte,Adapte,Adapte / Adapte
3805,486,2019,Droit,3,6,QCU,11,7,7,0,1.57,100.0,7,4,67.36,Adapte,Adapte,Adapte / Adapte
4635,486,2020,Droit,3,6,QCU,11,8,8,0,1.38,100.0,8,3,71.68,Adapte,Adapte,Adapte / Adapte
486,487,2015,Droit,3,7,QCU,70,25,10,15,2.8,40.0,10,60,14.23,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1316,487,2016,Droit,3,7,QCU,64,60,34,26,1.07,56.67,34,30,53.89,Difficile,Difficile,Difficile / Difficile
2146,487,2017,Droit,3,7,QCU,61,44,35,9,1.39,79.55,35,26,56.86,Difficile,Difficile,Difficile / Difficile
2976,487,2018,Droit,3,7,QCU,69,23,19,4,3.0,82.61,19,50,27.07,Difficile,Difficile,Difficile / Difficile
3806,487,2019,Droit,3,7,QCU,59,33,30,3,1.79,90.91,30,29,51.24,Difficile,Difficile,Difficile / Difficile
4636,487,2020,Droit,3,7,QCU,54,48,40,8,1.12,83.33,40,14,73.22,Difficile,Adapte,Difficile / Adapte
487,488,2015,Droit,3,8,QCM,67,33,4,29,2.03,12.12,4,63,6.36,Difficile,Trop Difficile,Difficile / Trop Difficile
1317,488,2016,Droit,3,8,QCM,75,36,19,17,2.08,52.78,19,56,25.03,Difficile,Difficile,Difficile / Difficile
2147,488,2017,Droit,3,8,QCM,79,73,61,12,1.08,83.56,61,18,77.64,Difficile,Facile,Difficile / Facile
2977,488,2018,Droit,3,8,QCM,93,82,82,0,1.13,100.0,82,11,88.59,Difficile,Trop Facile,Difficile / Trop Facile
3807,488,2019,Droit,3,8,QCM,78,72,42,30,1.08,58.33,42,36,53.24,Difficile,Difficile,Difficile / Difficile
4637,488,2020,Droit,3,8,QCM,83,66,26,40,1.26,39.39,26,57,30.92,Difficile,Difficile,Difficile / Difficile
488,489,2015,Droit,3,9,QCU,36,24,19,5,1.5,79.17,19,17,51.44,Difficile,Difficile,Difficile / Difficile
1318,489,2016,Droit,3,9,QCU,38,34,18,16,1.12,52.94,18,20,46.53,Difficile,Difficile,Difficile / Difficile
2148,489,2017,Droit,3,9,QCU,32,32,32,0,1.0,100.0,32,0,98.44,Difficile,Trop Facile,Difficile / Trop Facile
2978,489,2018,Droit,3,9,QCU,32,11,10,1,2.91,90.91,10,22,32.67,Difficile,Difficile,Difficile / Difficile
3808,489,2019,Droit,3,9,QCU,27,24,16,8,1.12,66.67,16,11,60.24,Difficile,Adapte,Difficile / Adapte
4638,489,2020,Droit,3,9,QCU,23,19,14,5,1.21,73.68,14,9,60.57,Adapte,Adapte,Adapte / Adapte
489,490,2015,Droit,3,10,QROC,51,35,29,6,1.46,82.86,29,22,56.01,Difficile,Difficile,Difficile / Difficile
1319,490,2016,Droit,3,10,QROC,61,55,23,32,1.11,41.82,23,38,37.43,Difficile,Difficile,Difficile / Difficile
2149,490,2017,Droit,3,10,QROC,49,20,17,3,2.45,85.0,17,32,34.1,Difficile,Difficile,Difficile / Difficile
2979,490,2018,Droit,3,10,QROC,51,37,31,6,1.38,83.78,31,20,61.35,Difficile,Adapte,Difficile / Adapte
3809,490,2019,Droit,3,10,QROC,45,43,27,16,1.05,62.79,27,18,60.53,Adapte,Adapte,Adapte / Adapte
4639,490,2020,Droit,3,10,QROC,47,41,32,9,1.15,78.05,32,15,67.09,Adapte,Adapte,Adapte / Adapte
490,491,2015,Droit,3,11,QCU,41,30,23,7,1.37,76.67,23,18,57.23,Difficile,Difficile,Difficile / Difficile
1320,491,2016,Droit,3,11,QCU,43,16,11,5,2.69,68.75,11,32,25.85,Difficile,Difficile,Difficile / Difficile
2150,491,2017,Droit,3,11,QCU,46,45,40,5,1.02,88.89,40,6,86.9,Difficile,Trop Facile,Difficile / Trop Facile
2980,491,2018,Droit,3,11,QCU,50,28,27,1,1.79,96.43,27,23,53.03,Difficile,Difficile,Difficile / Difficile
3810,491,2019,Droit,3,11,QCU,55,50,26,24,1.1,52.0,26,29,47.81,Difficile,Difficile,Difficile / Difficile
4640,491,2020,Droit,3,11,QCU,52,22,12,10,2.36,54.55,12,40,22.66,Difficile,Trop Difficile,Difficile / Trop Difficile
491,492,2015,Droit,3,12,QCU,87,86,72,14,1.01,83.72,72,15,82.59,Trop Difficile,Facile,Trop Difficile / Facile
1321,492,2016,Droit,3,12,QCU,86,81,43,38,1.06,53.09,43,43,50.08,Difficile,Difficile,Difficile / Difficile
2151,492,2017,Droit,3,12,QCU,93,68,37,31,1.37,54.41,37,56,40.05,Difficile,Difficile,Difficile / Difficile
2981,492,2018,Droit,3,12,QCU,87,66,62,4,1.32,93.94,62,25,70.82,Difficile,Adapte,Difficile / Adapte
3811,492,2019,Droit,3,12,QCU,94,89,64,25,1.06,71.91,64,30,68.61,Adapte,Adapte,Adapte / Adapte
4641,492,2020,Droit,3,12,QCU,96,64,63,1,1.5,98.44,63,33,65.33,Adapte,Adapte,Adapte / Adapte
492,493,2015,Droit,3,13,QCM,78,70,64,6,1.11,91.43,64,14,81.58,Facile,Facile,Facile / Facile
1322,493,2016,Droit,3,13,QCM,82,59,30,29,1.39,50.85,30,52,36.97,Difficile,Difficile,Difficile / Difficile
2152,493,2017,Droit,3,13,QCM,95,90,76,14,1.06,84.44,76,19,79.83,Difficile,Facile,Difficile / Facile
2982,493,2018,Droit,3,13,QCM,95,50,44,6,1.9,88.0,44,51,46.79,Difficile,Difficile,Difficile / Difficile
3812,493,2019,Droit,3,13,QCM,95,63,28,35,1.51,44.44,28,67,29.29,Difficile,Difficile,Difficile / Difficile
4642,493,2020,Droit,3,13,QCM,94,75,67,8,1.25,89.33,67,27,70.93,Difficile,Adapte,Difficile / Adapte
493,494,2015,Droit,4,1,QCM,74,30,2,28,2.47,6.67,2,72,3.18,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1323,494,2016,Droit,4,1,QCM,63,32,23,9,1.97,71.88,23,40,35.8,Difficile,Difficile,Difficile / Difficile
2153,494,2017,Droit,4,1,QCM,68,29,25,4,2.34,86.21,25,43,36.46,Difficile,Difficile,Difficile / Difficile
2983,494,2018,Droit,4,1,QCM,68,63,45,18,1.08,71.43,45,23,66.83,Difficile,Adapte,Difficile / Adapte
3813,494,2019,Droit,4,1,QCM,62,55,45,10,1.13,81.82,45,17,72.21,Adapte,Adapte,Adapte / Adapte
4643,494,2020,Droit,4,1,QCM,53,41,39,2,1.29,95.12,39,14,74.21,Adapte,Adapte,Adapte / Adapte
494,495,2015,Droit,4,2,QCM,89,81,72,9,1.1,88.89,72,17,81.25,Facile,Facile,Facile / Facile
1324,495,2016,Droit,4,2,QCM,88,37,34,3,2.38,91.89,34,54,39.11,Difficile,Difficile,Difficile / Difficile
